t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,-5,4.5,1.2,0.70776,-0,0,-0.70646,0,0,0,0,0,0,0,0,0,0,0,0,0.096577,4.0712,4.0644,0.10342,0,0,0,0.91259,-8254.2,9887.3
0.01,-5,4.5,1.2,0.70778,0.013143,0.013193,-0.70619,2.9521e-06,-0.0012983,0.0015177,-0.016276,6.8479,-0.00020429,0.0011514,-0.38192,0.44265,0,0,0,1.0371,3.3232,3.3428,1.0148,0.33376,-73.396,83.546,63.033,-6461.5,6896
0.02,-5,4.4999,1.2001,0.70724,0.043421,0.043761,-0.70428,4.377e-05,-0.0097957,0.011159,-0.054768,9.7459,-0.0023002,0.0084719,-1.4118,1.5785,0,0,0,2.1876,2.6944,2.7173,2.1521,1.207,-129.94,139.36,109.06,-4882,4335.6
0.03,-5,4.4998,1.2003,0.70478,0.078017,0.078984,-0.70069,0.0002085,-0.031164,0.03454,-0.10018,9.7565,-0.0076483,0.026577,-2.9315,3.1513,0,0,0,3.0325,2.6255,2.6418,2.9928,2.4663,-171.71,171.6,140.5,-3503.6,2179.2
0.04,-5,4.4993,1.2008,0.70078,0.10986,0.1118,-0.69595,0.00062192,-0.069596,0.074917,-0.1439,8.6227,-0.015595,0.058622,-4.8031,4.9451,0,0,0,3.622,2.9865,2.9949,3.5836,3.9733,-200.64,184.2,158.85,-2314.1,399.9
0.05,-5,4.4983,1.2018,0.69593,0.13698,0.14023,-0.69084,0.0014337,-0.128,0.13358,-0.18382,7.3632,-0.024875,0.10646,-6.9077,6.7818,0,0,0,4.1112,3.5421,3.5446,4.0761,5.6048,-218.58,180.77,165.63,-1301.3,-1029.2
0.06,-5,4.4966,1.2035,0.69065,0.15972,0.16465,-0.68585,0.0028061,-0.20819,0.21022,-0.22109,6.3381,-0.034617,0.17077,-9.1437,8.5183,0,0,0,4.5748,4.146,4.1448,4.5426,7.2523,-227.22,164.69,162.33,-453.13,-2135.1
0.07,-4.9999,4.4941,1.2061,0.68504,0.17907,0.18607,-0.6812,0.0049031,-0.31103,0.30324,-0.25787,5.6045,-0.044409,0.25124,-11.426,10.044,0,0,0,5.0233,4.7282,4.725,4.9933,8.8228,-228.15,139.06,150.47,242.6,-2944.7
0.08,-4.9999,4.4903,1.2096,0.67904,0.19598,0.20553,-0.67695,0.007881,-0.43664,0.41011,-0.29669,5.124,-0.054098,0.34671,-13.686,11.277,0,0,0,5.4439,5.2563,5.2523,5.4152,10.238,-222.83,106.69,131.54,798.05,-3484.9
0.09,-4.9998,4.4853,1.2143,0.67247,0.21117,0.22387,-0.67311,0.011881,-0.58448,0.52762,-0.34036,4.8416,-0.06363,0.45528,-15.867,12.164,0,0,0,5.8206,5.7149,5.7109,5.7925,11.435,-212.61,70.166,107.05,1225.4,-3782.6
0.1,-4.9996,4.4786,1.2202,0.66507,0.22516,0.24176,-0.66973,0.017022,-0.75356,0.65213,-0.39244,4.7089,-0.072953,0.57452,-17.926,12.674,0,0,0,6.1414,6.0966,6.0932,6.1135,12.366,-198.71,31.76,78.51,1536.7,-3864.9
0.11,-4.9994,4.4701,1.2274,0.65647,0.23823,0.25979,-0.66694,0.023397,-0.94249,0.77982,-0.45796,4.6866,-0.081968,0.70159,-19.832,12.8,0,0,0,6.4,6.3993,6.3973,6.372,12.997,-182.23,-6.5032,47.422,1744.2,-3758.6
0.12,-4.9991,4.4597,1.2358,0.64612,0.25041,0.27849,-0.66503,0.03107,-1.1496,0.90687,-0.54496,4.7417,-0.090498,0.83339,-21.565,12.55,0,0,0,6.5955,6.6248,6.6248,6.5676,13.311,-164.13,-42.872,15.291,1860.1,-3490.6
0.13,-4.9988,4.4471,1.2455,0.63307,0.26139,0.29848,-0.66468,0.04007,-1.3732,1.0297,-0.66784,4.8432,-0.098273,0.96673,-23.113,11.953,0,0,0,6.7319,6.778,6.7807,6.7044,13.304,-145.29,-75.866,-16.378,1896.4,-3087.9
0.14,-4.9983,4.4322,1.2564,0.61541,0.27018,0.32074,-0.66738,0.050399,-1.6112,1.1449,-0.85593,4.9565,-0.10492,1.0984,-24.471,11.048,0,0,0,6.8165,6.8662,6.8723,6.7902,12.99,-126.43,-104.27,-46.08,1865.4,-2577.4
0.15,-4.9978,4.4148,1.2684,0.58842,0.27396,0.34731,-0.67682,0.062024,-1.862,1.2498,-1.18,5.0297,-0.11,1.2256,-25.643,9.8864,0,0,0,6.8593,6.8989,6.9084,6.8357,12.394,-108.17,-127.14,-72.31,1779.1,-1986.1
0.16,-4.9971,4.3949,1.2813,0.53599,0.26294,0.38424,-0.70422,0.074886,-2.1235,1.342,-1.86,4.9276,-0.11305,1.3455,-26.638,8.5262,0,0,0,6.8707,6.8875,6.8984,6.8534,11.56,-90.991,-143.81,-93.563,1649.9,-1340.8
0.17,-4.9963,4.3723,1.2952,0.36429,0.18032,0.45434,-0.79268,0.088903,-2.3942,1.4199,-3.803,3.6899,-0.11371,1.4562,-27.468,7.0322,0,0,0,6.854,6.8517,6.8494,6.8584,10.544,-75.273,-153.87,-108.33,1489.7,-668.59
0.18,-4.9953,4.347,1.3097,0.22703,0.16222,-0.48524,0.82867,0.10397,-2.6724,1.4824,-4.2382,-3.064,-0.11187,1.5561,-28.149,5.4713,0,0,0,6.769,6.8538,6.8084,6.8246,9.4199,-61.26,-157.18,-115.12,1310.8,3.7181
0.19,-4.9942,4.3188,1.3248,0.43401,0.29954,-0.44153,0.72593,0.11999,-2.9567,1.5293,-1.9681,-4.6314,-0.10799,1.6445,-28.699,3.9106,0,0,0,6.6807,6.8483,6.8041,6.7405,8.2737,-49.08,-153.89,-112.41,1125.2,649.15
0.2,-4.9929,4.2878,1.3402,0.47813,0.34435,-0.43395,0.68154,0.13683,-3.246,1.5608,-1.1833,-4.5368,-0.10327,1.7218,-29.137,2.4143,0,0,0,6.5979,6.8427,6.7956,6.6602,7.2084,-38.737,-144.38,-98.699,945.31,1240.8
0.21,-4.9915,4.2539,1.3559,0.49043,0.36949,-0.43713,0.65717,0.15439,-3.5391,1.578,-0.80792,-4.1163,-0.09995,1.7893,-29.48,1.0415,0,0,0,6.5243,6.8449,6.7869,6.5876,6.3414,-30.115,-129.34,-72.49,783.09,1751.7
0.22,-4.9898,4.217,1.3717,0.49188,0.38604,-0.44379,0.64193,0.17259,-3.8353,1.5822,-0.57451,-3.5171,-0.10142,1.8497,-29.744,-0.15714,0,0,0,6.4667,6.8553,6.7766,6.5274,5.8053,-22.975,-109.71,-32.273,650.75,2154.9
0.23,-4.988,4.1772,1.3875,0.48792,0.39646,-0.45175,0.63298,0.19137,-4.1338,1.5756,-0.39678,-2.7959,-0.11211,1.907,-29.943,-1.1413,0,0,0,6.4292,6.8722,6.7609,6.4831,5.7456,-16.968,-86.671,22.648,557.36,2430.9
0.24,-4.986,4.1343,1.4032,0.47961,0.40077,-0.46077,0.63012,0.21074,-4.434,1.5602,-0.23362,-2.0005,-0.13663,1.9667,-30.086,-1.8834,0,0,0,6.4106,6.8939,6.7375,6.4556,6.2999,-11.705,-61.489,90.076,500.94,2586.4
0.25,-4.9838,4.0885,1.4187,0.46492,0.39711,-0.47212,0.63503,0.23074,-4.7354,1.5387,-0.05294,-1.1778,-0.17872,2.0354,-30.178,-2.3678,0,0,0,6.4073,6.9188,6.7039,6.446,7.5793,-6.8403,-35.301,167.16,477.06,2634.2
0.26,-4.9814,4.0396,1.434,0.43588,0.37948,-0.49003,0.65259,0.2515,-5.0374,1.5137,0.19226,-0.38632,-0.24083,2.121,-30.223,-2.5895,0,0,0,6.4145,6.9454,6.6546,6.4587,9.6659,-2.0702,-9.1223,251.06,481.28,2586.8
0.27,-4.9788,3.9878,1.449,0.36239,0.32557,-0.52688,0.69647,0.27324,-5.3397,1.4878,0.61826,0.23547,-0.32384,2.2316,-30.219,-2.5532,0,0,0,6.4307,6.9699,6.5696,6.5137,12.614,2.8641,16.161,338.93,509.14,2457.1
0.28,-4.9759,3.9328,1.4637,0.11021,0.13375,-0.60108,0.78018,0.29625,-5.6416,1.4635,1.401,-0.057547,-0.42707,2.3762,-30.164,-2.2718,0,0,0,6.5154,6.9286,6.3851,6.6755,16.448,8.1767,39.786,427.92,556.22,2257.5
0.29,-4.9728,3.8749,1.4783,0.28116,0.16682,0.58598,-0.74145,0.32091,-5.9428,1.4431,1.1722,-1.7622,-0.54844,2.5635,-30.054,-1.7651,0,0,0,6.7643,6.7228,6.2953,6.7516,21.166,14.038,61.121,515.18,618.06,2000.9
0.3,-4.9695,3.814,1.4926,0.41916,0.26533,0.53822,-0.68134,0.34769,-6.2425,1.4289,0.61482,-2.6932,-0.68485,2.8024,-29.881,-1.0587,0,0,0,6.8651,6.6636,6.3462,6.6973,26.737,20.572,79.657,597.87,690.22,1699.9
0.31,-4.9659,3.7501,1.5069,0.46978,0.29027,0.51195,-0.65799,0.37715,-6.5402,1.4225,0.27966,-3.3162,-0.83254,3.1009,-29.64,-0.18262,0,0,0,6.8995,6.6686,6.3948,6.6565,33.099,27.862,95.013,673.14,768.26,1367.2
0.32,-4.9619,3.6832,1.5211,0.49627,0.29263,0.49488,-0.65052,0.40993,-6.835,1.4257,0.02734,-3.809,-0.98755,3.4667,-29.322,0.83006,0,0,0,6.9151,6.6903,6.4403,6.6301,40.165,35.942,106.94,738.15,847.74,1015.4
0.33,-4.9577,3.6134,1.5354,0.5136,0.28494,0.48171,-0.65038,0.44673,-7.1263,1.4395,-0.19709,-4.2039,-1.1461,3.9062,-28.918,1.9442,0,0,0,6.9236,6.7167,6.4846,6.6146,47.818,44.806,115.3,790.04,924.22,657.3
0.34,-4.953,3.5407,1.5499,0.52655,0.27148,0.47042,-0.65403,0.48832,-7.4131,1.4648,-0.4143,-4.5149,-1.3048,4.4245,-28.423,3.1242,0,0,0,6.9291,6.7428,6.5274,6.608,55.913,54.402,120.1,825.97,993.25,305.49
0.35,-4.9479,3.4651,1.5648,0.53702,0.25414,0.46019,-0.65973,0.5355,-7.6944,1.5021,-0.63251,-4.7554,-1.4608,5.0253,-27.828,4.3349,0,0,0,6.9331,6.7658,6.567,6.6087,64.275,64.632,121.47,843.11,1050.4,-27.325
0.36,-4.9422,3.3868,1.58,0.54588,0.23392,0.45065,-0.66649,0.58911,-7.9693,1.5515,-0.85417,-4.9402,-1.6119,5.7103,-27.129,5.543,0,0,0,6.9353,6.7838,6.6012,6.6152,72.703,75.355,119.66,838.59,1091.2,-328.47
0.37,-4.9361,3.3058,1.5958,0.55355,0.21141,0.44163,-0.67369,0.64998,-8.2366,1.6128,-1.0781,-5.0851,-1.7558,6.4788,-26.32,6.7188,0,0,0,6.9347,6.7951,6.6283,6.626,80.966,86.387,115.05,809.86,1111.6,-586.11
0.38,-4.9292,3.2221,1.6123,0.56032,0.187,0.43299,-0.68088,0.71895,-8.4953,1.6856,-1.3011,-5.2049,-1.8911,7.3282,-25.401,7.8363,0,0,0,6.9302,6.7994,6.6471,6.6389,88.821,97.517,108.09,757.61,1111,-797.65
0.39,-4.9217,3.1359,1.6296,0.56635,0.16098,0.42465,-0.68776,0.7968,-8.7443,1.7693,-1.5196,-5.3114,-2.0166,8.2532,-24.37,8.8743,0,0,0,6.9209,6.797,6.6574,6.6513,96.048,108.54,99.241,684.52,1091.4,-966.27
0.4,-4.9133,3.0473,1.6477,0.5718,0.13356,0.4165,-0.69407,0.88424,-8.9824,1.8628,-1.7305,-5.4128,-2.1317,9.2464,-23.231,9.8161,0,0,0,6.9064,6.7885,6.6594,6.6619,102.45,119.29,88.902,593.33,1054.5,-1095.2
0.41,-4.9039,2.9563,1.6669,0.5768,0.1049,0.40845,-0.69962,0.98193,-9.2085,1.9652,-1.9302,-5.5144,-2.2362,10.299,-21.986,10.649,0,0,0,6.8861,6.7749,6.6541,6.6698,107.86,129.58,77.458,486.73,1002.3,-1187.8
0.42,-4.8936,2.8631,1.6871,0.58143,0.07516,0.40041,-0.70425,1.0904,-9.4218,2.0754,-2.1156,-5.6182,-2.33,11.4,-20.641,11.363,0,0,0,6.8603,6.7573,6.6427,6.6749,112.14,139.29,65.256,367.47,936.47,-1247.2
0.43,-4.8821,2.7679,1.7084,0.58578,0.044485,0.39227,-0.70781,1.21,-9.621,2.1921,-2.2831,-5.724,-2.4127,12.538,-19.203,11.952,0,0,0,6.8293,6.7373,6.6269,6.6776,115.18,148.27,52.613,238.26,858.97,-1276.8
0.44,-4.8693,2.6708,1.7309,0.58995,0.013029,0.38395,-0.71019,1.3412,-9.8055,2.314,-2.4294,-5.8291,-2.4841,13.699,-17.678,12.414,0,0,0,6.7941,6.7167,6.6086,6.6787,116.89,156.43,39.81,101.82,771.63,-1279.7
0.45,-4.8552,2.5719,1.7547,0.59398,-0.019038,0.37538,-0.71128,1.4841,-9.9744,2.4399,-2.5516,-5.9294,-2.544,14.871,-16.077,12.749,0,0,0,6.756,6.6971,6.59,6.6792,117.2,163.68,27.097,-39.133,676.28,-1259.3
0.46,-4.8396,2.4713,1.7797,0.59792,-0.051526,0.36649,-0.711,1.6386,-10.127,2.5686,-2.6468,-6.0198,-2.5922,16.038,-14.408,12.957,0,0,0,6.7167,6.6804,6.5729,6.6802,116.1,169.94,14.692,-181.87,574.79,-1218.7
0.47,-4.8224,2.3694,1.8061,0.60181,-0.084229,0.35726,-0.70929,1.8048,-10.262,2.6987,-2.7129,-6.0946,-2.6287,17.188,-12.682,13.044,0,0,0,6.678,6.668,6.5591,6.6825,113.57,175.16,2.7789,-323.67,469,-1161.4
0.48,-4.8035,2.2662,1.8337,0.60567,-0.11692,0.34766,-0.70614,1.9823,-10.38,2.8291,-2.7488,-6.1487,-2.6538,18.305,-10.908,13.015,0,0,0,6.6421,6.6611,6.5497,6.687,109.64,179.31,-8.4901,-461.82,360.75,-1090.4
0.49,-4.7827,2.1618,1.8626,0.6095,-0.14937,0.3377,-0.70154,2.1707,-10.48,2.9586,-2.754,-6.1779,-2.6681,19.376,-9.099,12.877,0,0,0,6.6109,6.6604,6.5456,6.6941,104.35,182.37,-18.995,-593.59,251.89,-1009.2
0.5,-4.76,2.0566,1.8929,0.61331,-0.18135,0.3274,-0.69554,2.3696,-10.562,3.0863,-2.7293,-6.1798,-2.6728,20.388,-7.2644,12.638,0,0,0,6.586,6.666,6.547,6.7041,97.794,184.35,-28.65,-716.26,144.28,-920.9
0.51,-4.7353,1.9507,1.9244,0.61709,-0.21264,0.31679,-0.6882,2.5782,-10.626,3.2111,-2.6768,-6.1537,-2.6692,21.328,-5.4155,12.307,0,0,0,6.5688,6.6778,6.5538,6.7168,90.066,185.27,-37.401,-827.11,39.763,-828.81
0.52,-4.7084,1.8442,1.9571,0.62084,-0.24305,0.30592,-0.67963,2.7959,-10.67,3.3321,-2.5996,-6.1009,-2.6594,22.186,-3.5625,11.893,0,0,0,6.56,6.695,6.565,6.7317,81.3,185.16,-45.225,-923.42,-59.816,-736.2
0.53,-4.6794,1.7373,1.991,0.62453,-0.27241,0.29484,-0.66994,3.0216,-10.697,3.4487,-2.5018,-6.0249,-2.6455,22.951,-1.7154,11.406,0,0,0,6.56,6.7165,6.5797,6.7483,71.655,184.1,-52.134,-1002.5,-152.61,-646.31
0.54,-4.648,1.6303,2.026,0.62816,-0.3006,0.2836,-0.65926,3.2546,-10.705,3.56,-2.3885,-5.9305,-2.63,23.616,0.11651,10.853,0,0,0,6.5683,6.7409,6.5966,6.7656,61.317,182.14,-58.171,-1061.9,-236.93,-562.15
0.55,-4.6142,1.5233,2.0622,0.63172,-0.32754,0.27224,-0.64772,3.4936,-10.695,3.6656,-2.2652,-5.8232,-2.6151,24.176,1.9248,10.245,0,0,0,6.5834,6.7669,6.6146,6.7829,50.483,179.39,-63.399,-1101.7,-312.5,-484.52
0.56,-4.5781,1.4164,2.0993,0.63519,-0.35321,0.26079,-0.63542,3.7377,-10.666,3.7648,-2.1365,-5.7084,-2.6028,24.625,3.7019,9.5879,0,0,0,6.6035,6.7932,6.6326,6.7996,39.344,175.92,-67.882,-1123.3,-379.68,-413.15
0.57,-4.5395,1.31,2.1374,0.63857,-0.37759,0.24929,-0.6225,3.9857,-10.621,3.8572,-2.0062,-5.5908,-2.5946,24.962,5.4411,8.8896,0,0,0,6.6265,6.8186,6.6496,6.8151,28.073,171.82,-71.682,-1128.1,-438.88,-347.78
0.58,-4.4984,1.2041,2.1764,0.64186,-0.40071,0.23777,-0.60903,4.2366,-10.558,3.9424,-1.8776,-5.4741,-2.5916,25.187,7.1364,8.1564,0,0,0,6.6507,6.8421,6.6648,6.8286,16.833,167.17,-74.857,-1117.5,-490.46,-288.15
0.59,-4.4547,1.0989,2.2163,0.64503,-0.42262,0.22624,-0.5951,4.4891,-10.478,4.0202,-1.7532,-5.3613,-2.5944,25.299,8.7828,7.3943,0,0,0,6.6743,6.8628,6.6778,6.8396,5.7711,162.03,-77.463,-1092.7,-534.83,-233.97
0.6,-4.4086,0.99458,2.2568,0.64809,-0.44337,0.2147,-0.58078,4.7422,-10.382,4.0902,-1.6351,-5.2543,-2.6032,25.303,10.376,6.6088,0,0,0,6.6959,6.88,6.688,6.8478,-4.9784,156.49,-79.553,-1055.2,-572.37,-184.98
0.61,-4.3599,0.8913,2.298,0.65102,-0.46303,0.20318,-0.56612,4.9948,-10.271,4.1523,-1.5247,-5.1541,-2.6178,25.201,11.912,5.8048,0,0,0,6.7145,6.8933,6.6955,6.853,-15.295,150.61,-81.179,-1006.3,-603.46,-140.92
0.62,-4.3087,0.78921,2.3398,0.65382,-0.48166,0.19168,-0.55116,5.2459,-10.144,4.2063,-1.4233,-5.0608,-2.6378,24.999,13.387,4.9867,0,0,0,6.7293,6.9022,6.7003,6.855,-25.071,144.44,-82.387,-947.45,-628.49,-101.51
0.63,-4.255,0.68846,2.3821,0.65647,-0.49935,0.18022,-0.53594,5.4945,-10.003,4.252,-1.3318,-4.9739,-2.6623,24.702,14.8,4.1583,0,0,0,6.7397,6.9067,6.7028,6.854,-34.215,138.06,-83.224,-879.93,-647.84,-66.481
0.64,-4.1988,0.58919,2.4249,0.65895,-0.51614,0.1688,-0.52048,5.7396,-9.8485,4.2894,-1.2509,-4.8923,-2.6901,24.317,16.148,3.3233,0,0,0,6.7456,6.9069,6.7032,6.8504,-42.646,131.5,-83.731,-805.13,-661.91,-35.572
0.65,-4.1402,0.49154,2.4679,0.66125,-0.5321,0.15746,-0.5048,5.9806,-9.6806,4.3185,-1.1811,-4.8145,-2.7199,23.852,17.429,2.4847,0,0,0,6.7469,6.9029,6.7024,6.8446,-50.298,124.84,-83.948,-724.42,-671.08,-8.5097
0.66,-4.0792,0.39562,2.5112,0.66334,-0.5473,0.14621,-0.48894,6.2164,-9.5001,4.3391,-1.1228,-4.7386,-2.7501,23.314,18.644,1.6452,0,0,0,6.744,6.8952,6.7009,6.8372,-57.119,118.1,-83.913,-639.17,-675.73,14.974
0.67,-4.0159,0.30157,2.5547,0.66521,-0.56178,0.13509,-0.47292,6.4466,-9.3079,4.3514,-1.076,-4.6625,-2.7788,22.712,19.791,0.80714,0,0,0,6.7371,6.8841,6.6994,6.8287,-63.071,111.34,-83.659,-550.73,-676.25,35.149
0.68,-3.9503,0.2095,2.5982,0.66682,-0.5756,0.12414,-0.45675,6.6705,-9.1045,4.3553,-1.0408,-4.5841,-2.8042,22.055,20.871,-0.027402,0,0,0,6.727,6.8702,6.6986,6.82,-68.128,104.59,-83.22,-460.47,-673.04,52.283
0.69,-3.8825,0.11952,2.6417,0.66816,-0.58879,0.11341,-0.44048,6.8876,-8.8907,4.3509,-1.0172,-4.5012,-2.8244,21.353,21.883,-0.85674,0,0,0,6.7141,6.8542,6.6992,6.8115,-72.279,97.885,-82.623,-369.76,-666.46,66.646
0.7,-3.8126,0.03172,2.6852,0.66921,-0.60139,0.10295,-0.42414,7.0974,-8.6671,4.3382,-1.0046,-4.4119,-2.8375,20.613,22.829,-1.6794,0,0,0,6.6994,6.8365,6.7016,6.804,-75.526,91.266,-81.895,-279.96,-656.92,78.506
0.71,-3.7406,-0.053794,2.7285,0.66993,-0.61344,0.092809,-0.40776,7.2997,-8.4344,4.3173,-1.0028,-4.3144,-2.8417,19.845,23.709,-2.4943,0,0,0,6.6835,6.8179,6.7063,6.7978,-77.885,84.756,-81.06,-192.43,-644.8,88.133
0.72,-3.6666,-0.13694,2.7715,0.67031,-0.62497,0.083057,-0.3914,7.4943,-8.1931,4.2883,-1.0109,-4.2074,-2.8354,19.058,24.524,-3.3003,0,0,0,6.6672,6.7991,6.7133,6.7934,-79.387,78.378,-80.139,-108.55,-630.48,95.795
0.73,-3.5907,-0.21763,2.8142,0.67034,-0.63601,0.073753,-0.3751,7.6809,-7.9441,4.2513,-1.0281,-4.0901,-2.8176,18.26,25.277,-4.0968,0,0,0,6.6515,6.7807,6.7227,6.791,-80.073,72.152,-79.15,-29.669,-614.35,101.76
0.74,-3.513,-0.2958,2.8565,0.67,-0.64658,0.064956,-0.35891,7.8595,-7.6878,4.2064,-1.0532,-3.9622,-2.7873,17.459,25.968,-4.8832,0,0,0,6.637,6.7633,6.7341,6.7907,-80.001,66.095,-78.109,42.841,-596.79,106.3
0.75,-3.4336,-0.37137,2.8983,0.66927,-0.65672,0.05672,-0.34289,8.0301,-7.4249,4.1537,-1.0852,-3.8239,-2.7443,16.662,26.599,-5.6589,0,0,0,6.6244,6.7475,6.7471,6.7922,-79.242,60.22,-77.028,107.62,-578.2,109.68
0.76,-3.3525,-0.44427,2.9396,0.66817,-0.66645,0.049093,-0.32709,8.1927,-7.156,4.0933,-1.1225,-3.6762,-2.689,15.876,27.173,-6.4236,0,0,0,6.6143,6.7337,6.761,6.7955,-77.877,54.534,-75.918,163.93,-558.83,112.14
0.77,-3.2697,-0.51447,2.9802,0.66668,-0.67579,0.042114,-0.31157,8.3476,-6.8817,4.0253,-1.1637,-3.5203,-2.6219,15.107,27.691,-7.1772,0,0,0,6.6068,6.7222,6.7757,6.8002,-75.991,49.046,-74.788,212.09,-538.74,113.85
0.78,-3.1855,-0.58189,3.02,0.66481,-0.68477,0.035812,-0.29636,8.4949,-6.6024,3.9498,-1.2076,-3.3577,-2.5441,14.358,28.155,-7.9193,0,0,0,6.6021,6.7128,6.7906,6.806,-73.661,43.762,-73.643,252.53,-517.95,115
0.79,-3.0999,-0.6465,3.0591,0.66257,-0.69342,0.030204,-0.28153,8.6349,-6.3187,3.8669,-1.2531,-3.1899,-2.4566,13.635,28.567,-8.65,0,0,0,6.5998,6.7057,6.8054,6.8127,-70.964,38.689,-72.489,285.71,-496.48,115.75
0.8,-3.0129,-0.70825,3.0973,0.65997,-0.70175,0.025298,-0.2671,8.7677,-6.0312,3.7768,-1.2989,-3.0186,-2.3607,12.94,28.929,-9.3691,0,0,0,6.5999,6.7007,6.8197,6.8198,-67.97,33.834,-71.329,312.05,-474.36,116.27
0.81,-2.9245,-0.76711,3.1346,0.65702,-0.7098,0.02109,-0.25312,8.8938,-5.7403,3.6796,-1.3441,-2.8453,-2.2577,12.276,29.244,-10.077,0,0,0,6.602,6.6976,6.8331,6.8271,-64.745,29.204,-70.164,332,-451.63,116.75
0.82,-2.835,-0.82305,3.1709,0.65373,-0.71757,0.017569,-0.23962,9.0134,-5.4465,3.5753,-1.3877,-2.6716,-2.149,11.645,29.514,-10.772,0,0,0,6.6058,6.6962,6.8454,6.8342,-61.35,24.804,-68.994,346,-428.29,117.34
0.83,-2.7443,-0.87603,3.2061,0.65013,-0.72509,0.014712,-0.22664,9.1268,-5.1502,3.4642,-1.4289,-2.4989,-2.0361,11.049,29.741,-11.456,0,0,0,6.6111,6.6963,6.8562,6.8409,-57.843,20.64,-67.816,354.48,-404.39,118.24
0.84,-2.6525,-0.92605,3.2402,0.64623,-0.73236,0.012491,-0.21418,9.2345,-4.8518,3.3462,-1.4668,-2.3285,-1.9203,10.489,29.928,-12.129,0,0,0,6.6175,6.6978,6.8654,6.8469,-54.277,16.718,-66.627,357.89,-379.95,119.6
0.85,-2.5596,-0.97307,3.273,0.64205,-0.73942,0.01087,-0.20228,9.3367,-4.5517,3.2216,-1.5009,-2.1617,-1.803,9.9638,30.076,-12.789,0,0,0,6.6248,6.7004,6.8728,6.8522,-50.7,13.042,-65.422,356.67,-354.98,121.61
0.86,-2.4658,-1.0171,3.3046,0.63761,-0.74626,0.0098065,-0.19094,9.4339,-4.2504,3.0905,-1.5304,-1.9996,-1.6855,9.4746,30.189,-13.437,0,0,0,6.6327,6.7039,6.8783,6.8564,-47.158,9.6195,-64.192,351.26,-329.53,124.43
0.87,-2.371,-1.0581,3.3348,0.63294,-0.75289,0.0092545,-0.18018,9.5263,-3.9481,2.9529,-1.5546,-1.8431,-1.5692,9.0204,30.269,-14.073,0,0,0,6.641,6.7083,6.8819,6.8597,-43.688,6.4534,-62.93,342.08,-303.61,128.24
0.88,-2.2753,-1.096,3.3636,0.62806,-0.75932,0.0091644,-0.17,9.6144,-3.6451,2.8091,-1.5731,-1.6931,-1.4552,8.6005,30.319,-14.695,0,0,0,6.6496,6.7134,6.8835,6.8619,-40.327,3.5488,-61.624,329.6,-277.25,133.21
0.89,-2.1787,-1.131,3.391,0.623,-0.76555,0.0094845,-0.16039,9.6984,-3.3418,2.6591,-1.5852,-1.5503,-1.3446,8.2134,30.341,-15.305,0,0,0,6.6584,6.7192,6.8832,6.8631,-37.106,0.90975,-60.261,314.23,-250.48,139.52
0.9,-2.0813,-1.1629,3.4168,0.61778,-0.77158,0.010162,-0.15136,9.7788,-3.0384,2.503,-1.5904,-1.4154,-1.2387,7.8578,30.338,-15.9,0,0,0,6.6673,6.7256,6.8811,6.8633,-34.05,-1.4596,-58.828,296.43,-223.32,147.34
0.91,-1.9831,-1.1917,3.441,0.61245,-0.77741,0.011144,-0.14289,9.8557,-2.7351,2.3411,-1.5881,-1.2889,-1.1382,7.5318,30.313,-16.481,0,0,0,6.6763,6.7326,6.8773,6.8626,-31.184,-3.5555,-57.309,276.63,-195.81,156.84
0.92,-1.8842,-1.2176,3.4636,0.60704,-0.78303,0.012378,-0.13496,9.9295,-2.4322,2.1735,-1.5779,-1.1713,-1.0442,7.2335,30.268,-17.046,0,0,0,6.6853,6.7402,6.872,6.8612,-28.523,-5.3746,-55.685,255.28,-167.95,168.2
0.93,-1.7845,-1.2404,3.4845,0.60158,-0.78844,0.013815,-0.12757,10,-2.1298,2.0002,-1.559,-1.0627,-0.95741,6.9606,30.206,-17.594,0,0,0,6.6943,6.7483,6.8654,6.8591,-26.082,-6.9136,-53.938,232.8,-139.79,181.58
0.94,-1.6842,-1.2602,3.5036,0.59611,-0.79363,0.015409,-0.12068,10.069,-1.8281,1.8216,-1.5311,-0.96341,-0.8786,6.7111,30.131,-18.125,0,0,0,6.7034,6.757,6.8575,6.8566,-23.869,-8.1695,-52.046,209.65,-111.35,197.16
0.95,-1.5832,-1.2769,3.5209,0.59068,-0.79859,0.017117,-0.11426,10.135,-1.5272,1.6378,-1.4934,-0.87351,-0.80833,6.4825,30.044,-18.635,0,0,0,6.7125,6.7663,6.8488,6.8538,-21.89,-9.1397,-49.987,186.26,-82.651,215.12
0.96,-1.4815,-1.2907,3.5363,0.58535,-0.8033,0.018901,-0.10829,10.198,-1.2272,1.449,-1.4453,-0.7929,-0.74704,6.2725,29.949,-19.124,0,0,0,6.7215,6.7761,6.8394,6.851,-20.143,-9.8218,-47.735,163.06,-53.722,235.63
