t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
5.73,3.6184,3.6752,1.2847,0.47208,-0.33266,-0.47731,0.66231,-4.4894,10.6,0.35527,0.2271,-1.8272,-1.3087,-25.642,-9.1532,-0.5135,0,0,0,6.1352,6.1485,6.0573,6.1123,46.447,-39.305,-4.1051,194.38,35.223,14.917
5.74,3.5723,3.7808,1.2882,0.4653,-0.32791,-0.47951,0.66786,-4.7435,10.506,0.34993,0.24379,-1.8798,-1.3431,-25.167,-9.5444,-0.5538,0,0,0,6.0715,6.0849,5.9896,6.047,48.369,-38.943,-3.9554,189.88,37.25,15.011
5.75,3.5236,3.8854,1.2917,0.45837,-0.32291,-0.48173,0.67347,-4.9927,10.409,0.34419,0.26053,-1.9355,-1.3791,-24.674,-9.932,-0.5926,0,0,0,6.0061,6.0199,5.9203,5.9802,50.244,-38.56,-3.8049,185.25,39.247,15.09
5.76,3.4724,3.9889,1.2951,0.45128,-0.31764,-0.48397,0.67914,-5.2369,10.308,0.33808,0.27733,-1.9942,-1.4169,-24.163,-10.316,-0.62989,0,0,0,5.9394,5.9536,5.8496,5.9121,52.073,-38.158,-3.6537,180.5,41.214,15.152
5.77,3.4189,4.0915,1.2984,0.44401,-0.31209,-0.48623,0.68486,-5.4759,10.203,0.3316,0.29418,-2.056,-1.4563,-23.633,-10.695,-0.66567,0,0,0,5.8715,5.8861,5.7777,5.8429,53.854,-37.736,-3.5019,175.64,43.152,15.2
5.78,3.3629,4.193,1.3017,0.43656,-0.30625,-0.48852,0.69063,-5.7095,10.094,0.32477,0.31105,-2.1208,-1.4974,-23.086,-11.07,-0.69993,0,0,0,5.8025,5.8178,5.7049,5.7728,55.586,-37.295,-3.3497,170.66,45.059,15.232
5.79,3.3047,4.2934,1.3049,0.42893,-0.3001,-0.49083,0.69646,-5.9376,9.9812,0.31761,0.32792,-2.1888,-1.5402,-22.521,-11.441,-0.73267,0,0,0,5.7328,5.7488,5.6313,5.7021,57.267,-36.835,-3.1973,165.58,46.935,15.25
5.8,3.2442,4.3926,1.3081,0.42109,-0.29362,-0.49316,0.70233,-6.1599,9.8649,0.31012,0.34479,-2.2598,-1.5846,-21.941,-11.807,-0.76388,0,0,0,5.6624,5.6793,5.5572,5.631,58.897,-36.356,-3.0448,160.39,48.78,15.254
5.81,3.1815,4.4906,1.3111,0.41304,-0.2868,-0.49552,0.70824,-6.3763,9.745,0.30234,0.36161,-2.3337,-1.6305,-21.344,-12.168,-0.79356,0,0,0,5.5917,5.6097,5.483,5.5598,60.474,-35.859,-2.8923,155.1,50.593,15.243
5.82,3.1167,4.5875,1.3141,0.40478,-0.27964,-0.4979,0.71418,-6.5867,9.6216,0.29426,0.37836,-2.4106,-1.6779,-20.731,-12.524,-0.82172,0,0,0,5.5209,5.5401,5.4088,5.4887,61.999,-35.344,-2.74,149.71,52.375,15.219
5.83,3.0498,4.6831,1.317,0.39629,-0.2721,-0.5003,0.72015,-6.7909,9.4946,0.28591,0.395,-2.4901,-1.7266,-20.104,-12.875,-0.84836,0,0,0,5.4501,5.4707,5.335,5.4179,63.468,-34.812,-2.5879,144.24,54.125,15.181
5.84,2.9809,4.7774,1.3198,0.38756,-0.26419,-0.50272,0.72614,-6.9887,9.3641,0.2773,0.41147,-2.5723,-1.7766,-19.462,-13.22,-0.87348,0,0,0,5.3797,5.4019,5.2619,5.3479,64.883,-34.262,-2.4364,138.67,55.843,15.13
5.85,2.91,4.8703,1.3225,0.37859,-0.25588,-0.50515,0.73214,-7.1801,9.2302,0.26844,0.42774,-2.6567,-1.8276,-18.806,-13.56,-0.89709,0,0,0,5.3098,5.3339,5.1899,5.2788,66.242,-33.695,-2.2854,133.03,57.529,15.066
5.86,2.8373,4.962,1.3252,0.36937,-0.24716,-0.50759,0.73813,-7.3648,9.0929,0.25936,0.44373,-2.743,-1.8794,-18.137,-13.894,-0.91919,0,0,0,5.2407,5.267,5.1192,5.211,67.543,-33.112,-2.1351,127.3,59.181,14.99
5.87,2.7628,5.0522,1.3277,0.35988,-0.23803,-0.51004,0.7441,-7.5428,8.9523,0.25006,0.45939,-2.831,-1.9319,-17.456,-14.222,-0.9398,0,0,0,5.1727,5.2014,5.0502,5.1448,68.787,-32.512,-1.9856,121.5,60.8,14.901
5.88,2.6865,5.141,1.3302,0.35014,-0.22847,-0.51248,0.75005,-7.7139,8.8085,0.24057,0.47465,-2.9201,-1.9847,-16.762,-14.544,-0.95891,0,0,0,5.106,5.1375,4.9833,5.0805,69.973,-31.896,-1.8371,115.63,62.386,14.8
5.89,2.6085,5.2283,1.3325,0.34013,-0.21848,-0.51491,0.75594,-7.878,8.6615,0.23089,0.48941,-3.0097,-2.0375,-16.056,-14.86,-0.97654,0,0,0,5.041,5.0754,4.9188,5.0183,71.1,-31.264,-1.6897,109.69,63.938,14.688
5.9,2.5289,5.3142,1.3348,0.32984,-0.20805,-0.51732,0.76178,-8.035,8.5113,0.22104,0.5036,-3.0994,-2.09,-15.34,-15.169,-0.99271,0,0,0,4.9777,5.0155,4.8571,4.9587,72.167,-30.617,-1.5434,103.69,65.456,14.564
5.91,2.4478,5.3986,1.337,0.31929,-0.19718,-0.51969,0.76752,-8.1848,8.3581,0.21104,0.51712,-3.1883,-2.1417,-14.613,-15.472,-1.0074,0,0,0,4.9166,4.9581,4.7987,4.9019,73.173,-29.955,-1.3984,97.637,66.94,14.429
5.92,2.3653,5.4814,1.339,0.30847,-0.18587,-0.52203,0.77317,-8.3272,8.2019,0.2009,0.52988,-3.2757,-2.1923,-13.877,-15.768,-1.0207,0,0,0,4.858,4.9034,4.7437,4.8482,74.119,-29.278,-1.2549,91.527,68.389,14.283
5.93,2.2813,5.5626,1.341,0.29738,-0.17414,-0.5243,0.77869,-8.4623,8.0427,0.19063,0.54178,-3.3608,-2.2412,-13.131,-16.058,-1.0325,0,0,0,4.8019,4.8516,4.6927,4.7979,75.004,-28.587,-1.1128,85.368,69.803,14.127
5.94,2.196,5.6422,1.3428,0.28603,-0.16198,-0.52651,0.78406,-8.5898,7.8807,0.18025,0.55271,-3.4427,-2.288,-12.377,-16.34,-1.0429,0,0,0,4.7489,4.8032,4.6459,4.7514,75.826,-27.882,-0.97235,79.164,71.182,13.961
5.95,2.1095,5.7202,1.3446,0.27442,-0.14941,-0.52863,0.78925,-8.7098,7.716,0.16978,0.56256,-3.5203,-2.3321,-11.615,-16.615,-1.052,0,0,0,4.6991,4.7582,4.6037,4.7088,76.587,-27.164,-0.83361,72.919,72.525,13.785
5.96,2.0219,5.7965,1.3462,0.26258,-0.13646,-0.53065,0.79426,-8.8221,7.5485,0.15922,0.57125,-3.5927,-2.373,-10.845,-16.883,-1.0596,0,0,0,4.6529,4.717,4.5663,4.6704,77.285,-26.432,-0.69669,66.637,73.833,13.599
5.97,1.9331,5.8712,1.3478,0.25051,-0.12315,-0.53255,0.79904,-8.9267,7.3783,0.14859,0.57866,-3.659,-2.4103,-10.069,-17.144,-1.0659,0,0,0,4.6105,4.6799,4.5341,4.6366,77.919,-25.687,-0.56166,60.323,75.104,13.404
5.98,1.8434,5.9441,1.3492,0.23823,-0.10951,-0.53432,0.80359,-9.0235,7.2056,0.1379,0.5847,-3.7181,-2.4433,-9.2873,-17.397,-1.0709,0,0,0,4.5722,4.6469,4.5073,4.6073,78.491,-24.93,-0.42863,53.98,76.339,13.2
5.99,1.7527,6.0153,1.3505,0.22576,-0.095568,-0.53595,0.80787,-9.1124,7.0304,0.12718,0.58929,-3.7691,-2.4716,-8.4998,-17.643,-1.0745,0,0,0,4.5384,4.6184,4.486,4.5829,78.999,-24.161,-0.29768,47.614,77.537,12.988
6,1.6611,6.0847,1.3517,0.21313,-0.081374,-0.53742,0.81187,-9.1934,6.8528,0.11642,0.59237,-3.8113,-2.4948,-7.7075,-17.88,-1.0768,0,0,0,4.5091,4.5945,4.4703,4.5636,79.443,-23.379,-0.1689,41.228,78.698,12.767
6.01,1.5688,6.1523,1.3529,0.20035,-0.066968,-0.53872,0.81557,-9.2665,6.6728,0.10564,0.59387,-3.8438,-2.5125,-6.9111,-18.11,-1.0779,0,0,0,4.4849,4.5753,4.4604,4.5493,79.824,-22.587,-0.042376,34.826,79.822,12.538
6.02,1.4758,6.2181,1.3539,0.18745,-0.052399,-0.53983,0.81896,-9.3316,6.4906,0.094865,0.59374,-3.8662,-2.5244,-6.1113,-18.332,-1.0777,0,0,0,4.4657,4.5611,4.4563,4.5401,80.14,-21.783,0.081823,28.413,80.908,12.301
6.03,1.3822,6.2821,1.3548,0.17447,-0.037721,-0.54076,0.82202,-9.3887,6.3062,0.084095,0.59198,-3.878,-2.5304,-5.3085,-18.546,-1.0762,0,0,0,4.452,4.5519,4.4579,4.5363,80.392,-20.969,0.20362,21.993,81.956,12.057
6.04,1.2881,6.3442,1.3555,0.16143,-0.022986,-0.54149,0.82474,-9.4378,6.1197,0.073345,0.58856,-3.8789,-2.5302,-4.5036,-18.751,-1.0736,0,0,0,4.4437,4.5479,4.4651,4.5376,80.58,-20.144,0.32293,15.57,82.966,11.805
6.05,1.1935,6.4045,1.3562,0.14835,-0.0082514,-0.54202,0.82713,-9.4788,5.9312,0.062627,0.58352,-3.869,-2.5239,-3.6972,-18.949,-1.0698,0,0,0,4.4412,4.549,4.4779,4.5442,80.703,-19.31,0.43969,9.1489,83.938,11.547
6.06,1.0985,6.4629,1.3568,0.13527,0.0064277,-0.54235,0.82917,-9.5117,5.7408,0.051952,0.57687,-3.8483,-2.5115,-2.8898,-19.137,-1.0648,0,0,0,4.4443,4.5553,4.496,4.5559,80.763,-18.465,0.55384,2.733,84.87,11.282
6.07,1.0033,6.5193,1.3573,0.12222,0.020995,-0.54248,0.83086,-9.5366,5.5485,0.041334,0.56867,-3.8172,-2.4932,-2.0821,-19.318,-1.0587,0,0,0,4.4533,4.5668,4.5193,4.5726,80.758,-17.612,0.66531,-3.6733,85.764,11.011
6.08,0.90784,6.5738,1.3576,0.10921,0.035397,-0.54243,0.83222,-9.5534,5.3544,0.030782,0.559,-3.7763,-2.4693,-1.2748,-19.49,-1.0515,0,0,0,4.468,4.5834,4.5475,4.5944,80.689,-16.75,0.77404,-10.065,86.617,10.734
6.09,0.81226,6.6264,1.3579,0.096276,0.049582,-0.54218,0.83325,-9.5621,5.1587,0.020307,0.54793,-3.726,-2.4401,-0.46855,-19.653,-1.0433,0,0,0,4.4884,4.605,4.5804,4.6209,80.557,-15.88,0.87996,-16.439,87.432,10.451
6.1,0.71663,6.677,1.358,0.083433,0.063501,-0.54177,0.83396,-9.5628,4.9614,0.0099199,0.53558,-3.6674,-2.406,0.33608,-19.807,-1.0339,0,0,0,4.5144,4.6316,4.6177,4.652,80.36,-15.002,0.98303,-22.791,88.206,10.163
6.11,0.62103,6.7256,1.3581,0.0707,0.077109,-0.54119,0.83437,-9.5554,4.7626,-0.00036867,0.52203,-3.6011,-2.3675,1.1384,-19.953,-1.0236,0,0,0,4.5458,4.663,4.6592,4.6876,80.101,-14.116,1.0832,-29.116,88.94,9.8694
6.12,0.52554,6.7722,1.358,0.058092,0.090366,-0.54047,0.83448,-9.54,4.5624,-0.010549,0.50741,-3.5282,-2.3251,1.9379,-20.09,-1.0123,0,0,0,4.5824,4.699,4.7045,4.7273,79.778,-13.223,1.1804,-35.41,89.633,9.5714
6.13,0.43025,6.8169,1.3579,0.04562,0.10324,-0.53961,0.83431,-9.5166,4.3608,-0.020611,0.49185,-3.4496,-2.2792,2.7338,-20.217,-1,0,0,0,4.624,4.7393,4.7534,4.7711,79.393,-12.324,1.2746,-41.669,90.285,9.269
6.14,0.33524,6.8595,1.3576,0.033292,0.11569,-0.53865,0.83389,-9.4853,4.1581,-0.030546,0.47546,-3.3663,-2.2304,3.5255,-20.336,-0.9868,0,0,0,4.6702,4.7838,4.8055,4.8186,78.945,-11.418,1.3658,-47.888,90.896,8.9624
6.15,0.24057,6.9,1.3573,0.021113,0.12769,-0.53758,0.83322,-9.4462,3.9542,-0.040344,0.45837,-3.2792,-2.1793,4.3125,-20.446,-0.9727,0,0,0,4.7207,4.8322,4.8607,4.8696,78.435,-10.506,1.4538,-54.065,91.465,8.6519
6.16,0.14634,6.9385,1.3568,0.0090861,0.13923,-0.53644,0.83232,-9.3991,3.7492,-0.049997,0.4407,-3.1893,-2.1263,5.094,-20.546,-0.95774,0,0,0,4.7752,4.8842,4.9186,4.9237,77.864,-9.5884,1.5388,-60.193,91.993,8.3378
6.17,0.052617,6.975,1.3563,0.0027899,-0.15029,0.53524,-0.83121,-9.3443,3.5433,-0.059496,0.42258,-3.0974,-2.0719,5.8696,-20.637,-0.94194,0,0,0,4.8334,4.9396,4.979,4.9808,77.231,-8.666,1.6206,-66.269,92.478,8.0205
6.18,-0.040519,7.0094,1.3556,0.014518,-0.16085,0.53401,-0.82991,-9.2817,3.3365,-0.068833,0.4041,-3.0044,-2.0165,6.6385,-20.719,-0.92534,0,0,0,4.8948,4.9979,5.0416,5.0406,76.539,-7.739,1.6992,-72.289,92.921,7.7003
6.19,-0.13299,7.0417,1.3549,0.026102,-0.17091,0.53274,-0.82843,-9.2115,3.1289,-0.078,0.3854,-2.9109,-1.9606,7.4001,-20.792,-0.90796,0,0,0,4.9591,5.059,5.1061,5.1027,75.786,-6.8078,1.7746,-78.249,93.321,7.3773
6.2,-0.22472,7.072,1.3541,0.03755,-0.18045,0.53147,-0.82678,-9.1338,2.9207,-0.08699,0.36656,-2.8176,-1.9045,8.154,-20.856,-0.88985,0,0,0,5.026,5.1225,5.1722,5.1668,74.974,-5.8727,1.8467,-84.144,93.678,7.052
6.21,-0.31564,7.1001,1.3531,0.048868,-0.18948,0.53022,-0.82497,-9.0485,2.7118,-0.095795,0.34768,-2.725,-1.8486,8.8994,-20.91,-0.87104,0,0,0,5.095,5.188,5.2398,5.2328,74.103,-4.9343,1.9156,-89.971,93.992,6.7247
6.22,-0.40567,7.1262,1.3521,0.060067,-0.198,0.52898,-0.82302,-8.9558,2.5025,-0.10441,0.32885,-2.6336,-1.7931,9.6359,-20.954,-0.85155,0,0,0,5.1658,5.2553,5.3085,5.3003,73.175,-3.993,1.9812,-95.724,94.262,6.3956
6.23,-0.49473,7.1502,1.3511,0.071156,-0.20601,0.52778,-0.82094,-8.8558,2.2928,-0.11282,0.31015,-2.5438,-1.7383,10.363,-20.989,-0.83143,0,0,0,5.2381,5.3241,5.3782,5.3689,72.189,-3.0492,2.0435,-101.4,94.489,6.065
6.24,-0.58276,7.1721,1.3499,0.082145,-0.21352,0.52664,-0.81873,-8.7486,2.0827,-0.12104,0.29166,-2.456,-1.6844,11.079,-21.015,-0.81069,0,0,0,5.3115,5.394,5.4485,5.4386,71.147,-2.1034,2.1025,-106.99,94.671,5.7332
6.25,-0.66968,7.1918,1.3486,0.093044,-0.22053,0.52555,-0.8164,-8.6343,1.8725,-0.12904,0.27344,-2.3704,-1.6315,11.785,-21.032,-0.78939,0,0,0,5.3858,5.4648,5.5193,5.5089,70.049,-1.156,2.1582,-112.5,94.808,5.4006
6.26,-0.75542,7.2095,1.3473,0.10386,-0.22705,0.52454,-0.81395,-8.5129,1.6621,-0.13682,0.25556,-2.2872,-1.5799,12.48,-21.038,-0.76754,0,0,0,5.4605,5.5362,5.5903,5.5796,68.897,-0.20739,2.2105,-117.92,94.901,5.0675
6.27,-0.83992,7.2251,1.3459,0.11461,-0.23309,0.52361,-0.8114,-8.3847,1.4518,-0.14439,0.23808,-2.2066,-1.5297,13.163,-21.036,-0.74519,0,0,0,5.5354,5.6078,5.6612,5.6505,67.691,0.74189,2.2595,-123.25,94.948,4.7341
6.28,-0.9231,7.2385,1.3444,0.1253,-0.23866,0.52276,-0.80874,-8.2497,1.2415,-0.15172,0.22103,-2.1287,-1.4808,13.834,-21.023,-0.72236,0,0,0,5.6101,5.6794,5.7319,5.7212,66.433,1.6914,2.3052,-128.47,94.95,4.4007
6.29,-1.0049,7.2499,1.3429,0.13593,-0.24378,0.52201,-0.80598,-8.1081,1.0313,-0.15883,0.20448,-2.0535,-1.4335,14.492,-21.002,-0.69909,0,0,0,5.6846,5.7508,5.8021,5.7917,65.122,2.6407,2.3476,-133.6,94.906,4.0677
6.3,-1.0852,7.2592,1.3412,0.14652,-0.24846,0.52135,-0.80311,-7.9599,0.82146,-0.1657,0.18845,-1.9812,-1.3877,15.136,-20.971,-0.67542,0,0,0,5.7584,5.8217,5.8716,5.8615,63.761,3.5894,2.3866,-138.61,94.817,3.7353
6.31,-1.1641,7.2663,1.3396,0.15708,-0.25271,0.52079,-0.80015,-7.8054,0.61195,-0.17234,0.17299,-1.9116,-1.3435,15.767,-20.93,-0.65137,0,0,0,5.8313,5.8918,5.9402,5.9306,62.35,4.5369,2.4223,-143.52,94.68,3.4038
6.32,-1.2413,7.2714,1.3378,0.16759,-0.25654,0.52033,-0.79709,-7.6446,0.40289,-0.17873,0.15814,-1.8448,-1.3008,16.383,-20.88,-0.62699,0,0,0,5.9031,5.9609,6.0077,5.9986,60.891,5.4828,2.4546,-148.31,94.498,3.0736
6.33,-1.3169,7.2744,1.336,0.17809,-0.25997,0.51998,-0.79393,-7.4778,0.19438,-0.18488,0.14391,-1.7809,-1.2598,16.984,-20.82,-0.60229,0,0,0,5.9736,6.0289,6.0739,6.0654,59.385,6.4267,2.4837,-152.98,94.268,2.7449
6.34,-1.3909,7.2753,1.3341,0.18855,-0.26301,0.51973,-0.79067,-7.305,-0.013487,-0.19078,0.13034,-1.7196,-1.2203,17.571,-20.751,-0.57732,0,0,0,6.0425,6.0954,6.1387,6.1308,57.832,7.368,2.5096,-157.53,93.991,2.4181
6.35,-1.463,7.2741,1.3322,0.19899,-0.26568,0.51957,-0.78731,-7.1264,-0.22062,-0.19642,0.11744,-1.661,-1.1824,18.141,-20.673,-0.55211,0,0,0,6.1097,6.1603,6.2018,6.1945,56.234,8.3064,2.5321,-161.95,93.666,2.0934
6.36,-1.5334,7.2709,1.3302,0.20942,-0.26799,0.51952,-0.78385,-6.9422,-0.42692,-0.20182,0.10525,-1.6051,-1.146,18.695,-20.585,-0.52669,0,0,0,6.175,6.2234,6.263,6.2565,54.593,9.2412,2.5514,-166.23,93.294,1.7712
6.37,-1.6018,7.2656,1.3281,0.21982,-0.26996,0.51956,-0.78029,-6.7526,-0.63229,-0.20696,0.093771,-1.5517,-1.1111,19.233,-20.488,-0.50109,0,0,0,6.2381,6.2845,6.3223,6.3164,52.91,10.172,2.5675,-170.39,92.874,1.4517
6.38,-1.6684,7.2583,1.326,0.2302,-0.2716,0.51969,-0.77664,-6.5576,-0.83665,-0.21184,0.083026,-1.5008,-1.0777,19.753,-20.382,-0.47535,0,0,0,6.299,6.3435,6.3794,6.3742,51.186,11.099,2.5805,-174.4,92.405,1.1353
6.39,-1.733,7.2489,1.3239,0.24055,-0.27293,0.5199,-0.77288,-6.3576,-1.0399,-0.21646,0.073025,-1.4523,-1.0457,20.256,-20.266,-0.4495,0,0,0,6.3575,6.4001,6.4341,6.4297,49.423,12.02,2.5903,-178.26,91.887,0.82216
6.4,-1.7955,7.2375,1.3217,0.25088,-0.27395,0.5202,-0.76903,-6.1526,-1.2419,-0.22083,0.063779,-1.4061,-1.0152,20.742,-20.142,-0.42356,0,0,0,6.4134,6.4542,6.4864,6.4828,47.621,12.936,2.5969,-181.98,91.32,0.51271
6.41,-1.856,7.224,1.3195,0.26118,-0.2747,0.52056,-0.76508,-5.9428,-1.4427,-0.22493,0.055295,-1.3622,-0.98596,21.209,-20.008,-0.39757,0,0,0,6.4666,6.5057,6.5361,6.5332,45.784,13.846,2.6005,-185.54,90.704,0.2072
6.42,-1.9144,7.2086,1.3172,0.27145,-0.27517,0.521,-0.76103,-5.7284,-1.6421,-0.22878,0.047579,-1.3206,-0.95808,21.657,-19.865,-0.37156,0,0,0,6.5169,6.5545,6.5831,6.5809,43.911,14.75,2.6011,-188.95,90.038,-0.09407
6.43,-1.9706,7.1912,1.3149,0.28167,-0.27539,0.52149,-0.75688,-5.5097,-1.84,-0.23236,0.040634,-1.2811,-0.93147,22.087,-19.713,-0.34556,0,0,0,6.5642,6.6003,6.6271,6.6257,42.005,15.647,2.5987,-192.19,89.323,-0.39079
6.44,-2.0246,7.1718,1.3126,0.29186,-0.27537,0.52203,-0.75264,-5.2868,-2.0363,-0.23569,0.034462,-1.2436,-0.90611,22.497,-19.552,-0.31959,0,0,0,6.6084,6.6431,6.6682,6.6675,40.068,16.536,2.5933,-195.27,88.557,-0.68266
6.45,-2.0763,7.1505,1.3102,0.30199,-0.27513,0.52262,-0.74831,-5.0598,-2.231,-0.23876,0.029062,-1.2082,-0.88194,22.888,-19.382,-0.2937,0,0,0,6.6495,6.6828,6.7062,6.7062,38.1,17.418,2.585,-198.18,87.74,-0.96938
6.46,-2.1257,7.1272,1.3078,0.31207,-0.27468,0.52325,-0.74389,-4.8291,-2.4239,-0.24156,0.02443,-1.1748,-0.85894,23.259,-19.203,-0.2679,0,0,0,6.6872,6.7193,6.741,6.7417,36.105,18.291,2.5739,-200.91,86.873,-1.2507
6.47,-2.1729,7.102,1.3054,0.32209,-0.27403,0.5239,-0.73939,-4.5947,-2.615,-0.24412,0.020563,-1.1433,-0.83707,23.61,-19.016,-0.24223,0,0,0,6.7215,6.7524,6.7725,6.7739,34.083,19.155,2.56,-203.47,85.954,-1.5262
6.48,-2.2176,7.0749,1.3029,0.33204,-0.2732,0.52457,-0.7348,-4.357,-2.8042,-0.24641,0.017452,-1.1136,-0.81628,23.941,-18.82,-0.21671,0,0,0,6.7523,6.7821,6.8006,6.8027,32.036,20.01,2.5434,-205.84,84.985,-1.7957
6.49,-2.26,7.0459,1.3004,0.34192,-0.2722,0.52526,-0.73014,-4.116,-2.9914,-0.24845,0.015091,-1.0858,-0.79655,24.251,-18.616,-0.19137,0,0,0,6.7796,6.8083,6.8252,6.828,29.966,20.855,2.5241,-208.03,83.963,-2.0588
6.5,-2.2999,7.0151,1.2979,0.35173,-0.27105,0.52594,-0.7254,-3.872,-3.1765,-0.25024,0.01347,-1.0598,-0.77784,24.54,-18.403,-0.16624,0,0,0,6.8032,6.8309,6.8462,6.8498,27.876,21.689,2.5023,-210.02,82.889,-2.3153
6.51,-2.3374,6.9824,1.2954,0.36145,-0.26976,0.52663,-0.72059,-3.6253,-3.3594,-0.25178,0.012576,-1.0356,-0.76013,24.808,-18.182,-0.14133,0,0,0,6.8231,6.8498,6.8636,6.8679,25.767,22.512,2.4779,-211.82,81.763,-2.5648
6.52,-2.3724,6.9479,1.2929,0.37109,-0.26833,0.5273,-0.71571,-3.3759,-3.5401,-0.25307,0.012398,-1.0131,-0.74338,25.055,-17.953,-0.11669,0,0,0,6.8393,6.865,6.8773,6.8823,23.64,23.324,2.451,-213.42,80.584,-2.8071
6.53,-2.4049,6.9116,1.2904,0.38063,-0.26679,0.52796,-0.71078,-3.1242,-3.7185,-0.25411,0.012922,-0.99228,-0.72757,25.281,-17.716,-0.092322,0,0,0,6.8516,6.8764,6.8873,6.8929,21.499,24.124,2.4217,-214.82,79.353,-3.0418
6.54,-2.4349,6.8735,1.2878,0.39009,-0.26515,0.52858,-0.70578,-2.8704,-3.8944,-0.25491,0.014134,-0.97319,-0.71267,25.485,-17.471,-0.06826,0,0,0,6.86,6.884,6.8934,6.8997,19.345,24.911,2.3902,-216,78.068,-3.2687
6.55,-2.4623,6.8337,1.2853,0.39944,-0.2634,0.52918,-0.70074,-2.6146,-4.0678,-0.25548,0.016017,-0.95577,-0.69866,25.668,-17.218,-0.044526,0,0,0,6.8646,6.8877,6.8957,6.9027,17.18,25.685,2.3564,-216.98,76.73,-3.4875
6.56,-2.4872,6.7922,1.2827,0.4087,-0.26158,0.52973,-0.69565,-2.3571,-4.2387,-0.2558,0.018557,-0.94001,-0.68553,25.829,-16.957,-0.02114,0,0,0,6.8652,6.8875,6.8941,6.9018,15.006,26.445,2.3205,-217.74,75.337,-3.6977
6.57,-2.5095,6.749,1.2802,0.41785,-0.25968,0.53023,-0.69052,-2.0981,-4.407,-0.2559,0.021737,-0.92592,-0.67325,25.968,-16.689,0.0018767,0,0,0,6.8618,6.8834,6.8885,6.897,12.826,27.192,2.2825,-218.28,73.891,-3.8993
6.58,-2.5291,6.7041,1.2776,0.4269,-0.25772,0.53069,-0.68535,-1.8378,-4.5725,-0.25577,0.02554,-0.91347,-0.6618,26.085,-16.413,0.024503,0,0,0,6.8544,6.8753,6.879,6.8882,10.641,27.923,2.2425,-218.59,72.39,-4.0917
6.59,-2.5462,6.6575,1.275,0.43585,-0.2557,0.53108,-0.68015,-1.5765,-4.7352,-0.25541,0.029949,-0.90268,-0.65117,26.181,-16.13,0.046721,0,0,0,6.843,6.8632,6.8655,6.8754,8.4546,28.639,2.2007,-218.67,70.834,-4.2749
6.6,-2.5607,6.6094,1.2725,0.4447,-0.25364,0.53141,-0.67492,-1.3143,-4.895,-0.25484,0.034947,-0.89354,-0.64136,26.254,-15.84,0.068511,0,0,0,6.8277,6.8471,6.8481,6.8587,6.2684,29.339,2.157,-218.53,69.224,-4.4484
6.61,-2.5725,6.5596,1.2699,0.45344,-0.25154,0.53166,-0.66967,-1.0515,-5.052,-0.25404,0.040519,-0.88608,-0.63235,26.306,-15.544,0.089856,0,0,0,6.8083,6.8271,6.8266,6.838,4.0848,30.023,2.1117,-218.15,67.561,-4.6126
6.62,-2.5817,6.5083,1.2674,0.46209,-0.24941,0.53184,-0.66439,-0.78823,-5.2059,-0.25304,0.046647,-0.88029,-0.62413,26.336,-15.24,0.11074,0,0,0,6.7849,6.803,6.8012,6.8134,1.9061,30.691,2.0648,-217.55,65.846,-4.7673
6.63,-2.5883,6.4555,1.2649,0.47063,-0.24725,0.53193,-0.6591,-0.52481,-5.3568,-0.25183,0.05332,-0.8762,-0.61669,26.344,-14.93,0.13115,0,0,0,6.7575,6.775,6.7718,6.7848,-0.26553,31.34,2.0164,-216.74,64.08,-4.9129
6.64,-2.5922,6.4012,1.2624,0.47908,-0.24509,0.53194,-0.6538,-0.26142,-5.5045,-0.25042,0.060522,-0.87382,-0.61003,26.331,-14.613,0.15106,0,0,0,6.7262,6.7431,6.7384,6.7522,-2.4279,31.972,1.9666,-215.7,62.267,-5.0495
6.65,-2.5935,6.3454,1.2599,0.48744,-0.24291,0.53185,-0.64848,0.0017303,-5.649,-0.24881,0.068244,-0.8732,-0.60415,26.296,-14.29,0.17047,0,0,0,6.6909,6.7072,6.7011,6.7158,-4.5789,32.585,1.9154,-214.46,60.406,-5.1772
6.66,-2.5922,6.2882,1.2574,0.49571,-0.24073,0.53166,-0.64316,0.26442,-5.7903,-0.24701,0.076475,-0.87435,-0.59905,26.239,-13.962,0.18937,0,0,0,6.6518,6.6674,6.6598,6.6754,-6.7165,33.18,1.8631,-213.02,58.5,-5.296
6.67,-2.5882,6.2297,1.2549,0.50389,-0.23855,0.53137,-0.63783,0.52644,-5.9282,-0.24502,0.085207,-0.87732,-0.59472,26.161,-13.627,0.20773,0,0,0,6.6087,6.6238,6.6147,6.6312,-8.8386,33.755,1.8096,-211.37,56.55,-5.4063
6.68,-2.5816,6.1697,1.2525,0.51199,-0.23638,0.53097,-0.6325,0.78758,-6.0628,-0.24286,0.094434,-0.88215,-0.59117,26.062,-13.287,0.22556,0,0,0,6.5618,6.5764,6.5657,6.5832,-10.943,34.311,1.755,-209.53,54.558,-5.5081
