t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
6.69,-2.5725,6.1084,1.2501,0.52002,-0.23423,0.53045,-0.62717,1.0476,-6.1939,-0.24052,0.10415,-0.88889,-0.58841,25.942,-12.941,0.24283,0,0,0,6.5112,6.5252,6.513,6.5315,-13.028,34.846,1.6994,-207.49,52.525,-5.6015
6.7,-2.5607,6.0458,1.2477,0.52797,-0.2321,0.52981,-0.62183,1.3064,-6.3216,-0.238,0.11435,-0.89762,-0.58643,25.802,-12.59,0.25954,0,0,0,6.4569,6.4703,6.4564,6.4761,-15.092,35.361,1.643,-205.27,50.453,-5.6867
6.71,-2.5463,5.982,1.2453,0.53587,-0.22999,0.52904,-0.6165,1.5636,-6.4457,-0.23533,0.12504,-0.90838,-0.58527,25.641,-12.234,0.27569,0,0,0,6.3989,6.4117,6.3962,6.417,-17.133,35.855,1.5857,-202.87,48.343,-5.7638
6.72,-2.5294,5.9169,1.243,0.5437,-0.22791,0.52813,-0.61117,1.8191,-6.5662,-0.23249,0.13622,-0.92128,-0.58491,25.459,-11.873,0.29125,0,0,0,6.3373,6.3496,6.3324,6.3543,-19.149,36.328,1.5277,-200.29,46.198,-5.833
6.73,-2.51,5.8507,1.2407,0.55148,-0.22587,0.52708,-0.60584,2.0727,-6.6831,-0.2295,0.14789,-0.93638,-0.58539,25.258,-11.507,0.30624,0,0,0,6.2723,6.284,6.265,6.2882,-21.138,36.779,1.4691,-197.53,44.018,-5.8944
6.74,-2.488,5.7833,1.2384,0.55921,-0.22386,0.52589,-0.60051,2.3242,-6.7964,-0.22637,0.16005,-0.95379,-0.58672,25.037,-11.137,0.32063,0,0,0,6.2038,6.2149,6.1941,6.2187,-23.099,37.208,1.4099,-194.61,41.806,-5.9482
6.75,-2.4635,5.7148,1.2361,0.5669,-0.2219,0.52453,-0.59519,2.5734,-6.9059,-0.22309,0.17272,-0.97362,-0.58892,24.796,-10.763,0.33443,0,0,0,6.132,6.1425,6.1198,6.1458,-25.03,37.615,1.3501,-191.52,39.562,-5.9944
6.76,-2.4365,5.6452,1.2339,0.57456,-0.21999,0.52301,-0.58987,2.82,-7.0116,-0.21968,0.1859,-0.996,-0.59201,24.536,-10.385,0.34763,0,0,0,6.057,6.0669,6.0421,6.0697,-26.929,37.999,1.29,-188.27,37.289,-6.0332
6.77,-2.4071,5.5745,1.2318,0.5822,-0.21813,0.52132,-0.58455,3.064,-7.1136,-0.21614,0.19961,-1.0211,-0.59603,24.257,-10.003,0.36023,0,0,0,5.9789,5.9882,5.9613,5.9905,-28.795,38.361,1.2295,-184.87,34.987,-6.0648
6.78,-2.3752,5.5029,1.2296,0.58981,-0.21633,0.51944,-0.57923,3.3051,-7.2117,-0.21248,0.21385,-1.049,-0.60101,23.96,-9.6178,0.37222,0,0,0,5.8978,5.9064,5.8773,5.9083,-30.626,38.699,1.1687,-181.32,32.659,-6.0893
6.79,-2.341,5.4303,1.2275,0.59742,-0.2146,0.51737,-0.57391,3.5432,-7.3059,-0.2087,0.22865,-1.0799,-0.60698,23.645,-9.2292,0.38361,0,0,0,5.8137,5.8217,5.7902,5.8232,-32.421,39.014,1.1077,-177.62,30.306,-6.1069
6.8,-2.3044,5.3568,1.2254,0.60503,-0.21293,0.51509,-0.56858,3.778,-7.3962,-0.20481,0.24403,-1.114,-0.61398,23.312,-8.8376,0.39438,0,0,0,5.7269,5.7342,5.7003,5.7353,-34.178,39.305,1.0466,-173.77,27.93,-6.1176
6.81,-2.2655,5.2824,1.2234,0.61264,-0.21134,0.51259,-0.56326,4.0094,-7.4826,-0.20081,0.25999,-1.1514,-0.62206,22.962,-8.4432,0.40454,0,0,0,5.6375,5.644,5.6075,5.6447,-35.896,39.572,0.98541,-169.8,25.532,-6.1217
6.82,-2.2242,5.2072,1.2214,0.62027,-0.20983,0.50986,-0.55793,4.2372,-7.5651,-0.19672,0.27658,-1.1926,-0.63126,22.594,-8.0463,0.41409,0,0,0,5.5455,5.5513,5.512,5.5516,-37.573,39.816,0.9242,-165.68,23.113,-6.1192
6.83,-2.1807,5.1311,1.2195,0.62792,-0.20841,0.50688,-0.55259,4.4612,-7.6436,-0.19253,0.29381,-1.2376,-0.64163,22.21,-7.647,0.42302,0,0,0,5.4512,5.4562,5.414,5.4561,-39.209,40.035,0.86305,-161.45,20.677,-6.1103
6.84,-2.135,5.0543,1.2176,0.6356,-0.20708,0.50364,-0.54724,4.6813,-7.718,-0.18826,0.31171,-1.2867,-0.65324,21.81,-7.2457,0.43135,0,0,0,5.3547,5.3589,5.3136,5.3584,-40.802,40.229,0.80202,-157.08,18.223,-6.0951
6.85,-2.0871,4.9768,1.2157,0.64332,-0.20585,0.50012,-0.54188,4.8973,-7.7885,-0.18391,0.33031,-1.3403,-0.66615,21.394,-6.8425,0.43906,0,0,0,5.2562,5.2595,5.2108,5.2586,-42.35,40.399,0.74117,-152.6,15.753,-6.0738
6.86,-2.0371,4.8986,1.2139,0.6511,-0.20473,0.49631,-0.5365,5.1091,-7.8549,-0.17948,0.34965,-1.3987,-0.68042,20.963,-6.4378,0.44617,0,0,0,5.1558,5.1581,5.1059,5.157,-43.853,40.544,0.68056,-148.01,13.27,-6.0465
6.87,-1.9849,4.8197,1.2121,0.65893,-0.20373,0.49217,-0.53111,5.3166,-7.9172,-0.17499,0.36975,-1.4622,-0.69612,20.517,-6.0317,0.45268,0,0,0,5.0537,5.055,4.9991,5.0536,-45.31,40.664,0.62026,-143.3,10.774,-6.0133
6.88,-1.9308,4.7402,1.2104,0.66683,-0.20286,0.48768,-0.52569,5.5194,-7.9755,-0.17043,0.39066,-1.5313,-0.71333,20.057,-5.6246,0.45858,0,0,0,4.95,4.9503,4.8904,4.9487,-46.719,40.759,0.56031,-138.49,8.2674,-5.9745
6.89,-1.8746,4.6602,1.2087,0.67481,-0.20211,0.48283,-0.52024,5.7177,-8.0297,-0.16582,0.41241,-1.6063,-0.73213,19.583,-5.2166,0.46388,0,0,0,4.8451,4.8442,4.7802,4.8425,-48.08,40.83,0.50079,-133.58,5.7517,-5.9301
6.9,-1.8164,4.5796,1.2071,0.68288,-0.20152,0.47758,-0.51477,5.9111,-8.0798,-0.16116,0.43505,-1.6876,-0.75261,19.096,-4.8081,0.46859,0,0,0,4.7391,4.737,4.6684,4.7352,-49.39,40.874,0.44173,-128.57,3.2284,-5.8802
6.91,-1.7564,4.4986,1.2055,0.69104,-0.20107,0.47191,-0.50925,6.0995,-8.1259,-0.15645,0.4586,-1.7759,-0.77484,18.596,-4.3992,0.47272,0,0,0,4.6322,4.6289,4.5555,4.627,-50.651,40.894,0.3832,-123.47,0.69904,-5.825
6.92,-1.6945,4.4171,1.2039,0.6993,-0.2008,0.46578,-0.50369,6.2829,-8.1678,-0.1517,0.48312,-1.8716,-0.79893,18.083,-3.9903,0.47626,0,0,0,4.5247,4.52,4.4415,4.5181,-51.86,40.888,0.32525,-118.29,-1.8348,-5.7647
6.93,-1.6307,4.3353,1.2025,0.70768,-0.2007,0.45915,-0.49809,6.4612,-8.2057,-0.14693,0.50864,-1.9751,-0.82495,17.559,-3.5815,0.47923,0,0,0,4.4168,4.4106,4.3267,4.4089,-53.016,40.857,0.26792,-113.02,-4.3715,-5.6994
6.94,-1.5652,4.253,1.201,0.71618,-0.20079,0.45199,-0.49243,6.6341,-8.2394,-0.14212,0.5352,-2.0872,-0.853,17.023,-3.1732,0.48162,0,0,0,4.3087,4.3011,4.2114,4.2995,-54.12,40.801,0.21127,-107.67,-6.9096,-5.6292
6.95,-1.4981,4.1705,1.1996,0.7248,-0.20108,0.44425,-0.4867,6.8016,-8.2691,-0.13729,0.56284,-2.2083,-0.88315,16.476,-2.7656,0.48345,0,0,0,4.2007,4.1916,4.0958,4.1903,-55.169,40.719,0.15535,-102.25,-9.4474,-5.5543
6.96,-1.4292,4.0877,1.1983,0.73355,-0.20159,0.43588,-0.4809,6.9636,-8.2948,-0.13245,0.59158,-2.3389,-0.91548,15.92,-2.3589,0.48473,0,0,0,4.0931,4.0824,3.9803,4.0815,-56.164,40.612,0.1002,-96.761,-11.983,-5.4747
6.97,-1.3588,4.0046,1.197,0.74244,-0.20232,0.42685,-0.47502,7.1199,-8.3163,-0.1276,0.62144,-2.4797,-0.95004,15.353,-1.9534,0.48546,0,0,0,3.9861,3.9739,3.8651,3.9736,-57.104,40.48,0.045874,-91.207,-14.516,-5.3907
6.98,-1.2869,3.9214,1.1957,0.75146,-0.2033,0.41709,-0.46905,7.2706,-8.3338,-0.12275,0.65243,-2.631,-0.98688,14.778,-1.5494,0.48565,0,0,0,3.8801,3.8664,3.7506,3.8668,-57.988,40.322,-0.0075955,-85.593,-17.044,-5.3024
6.99,-1.2134,3.8379,1.1945,0.76062,-0.20454,0.40654,-0.46297,7.4155,-8.3473,-0.11789,0.68456,-2.7934,-1.026,14.194,-1.1471,0.48531,0,0,0,3.7753,3.7603,3.6373,3.7614,-58.816,40.139,-0.06016,-79.924,-19.565,-5.2099
7,-1.1386,3.7544,1.1934,0.7699,-0.20605,0.39516,-0.45678,7.5545,-8.3568,-0.11304,0.71779,-2.9669,-1.0674,13.602,-0.74669,0.48445,0,0,0,3.6721,3.6559,3.5256,3.658,-59.587,39.931,-0.11178,-74.204,-22.078,-5.1133
7.01,-1.0623,3.6708,1.1922,0.77929,-0.20783,0.38287,-0.45046,7.6875,-8.3623,-0.1082,0.75207,-3.1518,-1.1109,13.002,-0.34853,0.48308,0,0,0,3.5707,3.5536,3.416,3.5568,-60.3,39.697,-0.16241,-68.438,-24.581,-5.0129
7.02,-0.98483,3.5872,1.1912,0.78879,-0.20991,0.36962,-0.444,7.8145,-8.3638,-0.10338,0.78734,-3.3477,-1.1565,12.396,0.04717,0.48121,0,0,0,3.4715,3.4539,3.309,3.4582,-60.955,39.439,-0.21202,-62.631,-27.073,-4.9087
7.03,-0.90608,3.5036,1.1902,0.79836,-0.21229,0.35534,-0.43738,7.9354,-8.3613,-0.098581,0.82348,-3.5541,-1.2038,11.783,0.44016,0.47884,0,0,0,3.3747,3.3572,3.2053,3.3627,-61.552,39.156,-0.26058,-56.785,-29.552,-4.8008
7.04,-0.82615,3.42,1.1892,0.80797,-0.21497,0.33996,-0.43059,8.0501,-8.355,-0.093806,0.86032,-3.7702,-1.2527,11.165,0.8302,0.476,0,0,0,3.2807,3.264,3.1056,3.2708,-62.091,38.848,-0.30803,-50.908,-32.017,-4.6895
7.05,-0.7451,3.3365,1.1883,0.81758,-0.21796,0.32344,-0.42361,8.1587,-8.3447,-0.089062,0.89765,-3.9942,-1.3027,10.542,1.217,0.47269,0,0,0,3.1897,3.1748,3.0106,3.1828,-62.571,38.515,-0.35435,-45.002,-34.466,-4.5748
7.06,-0.66299,3.2531,1.1874,0.82715,-0.22124,0.30571,-0.41643,8.2609,-8.3306,-0.084354,0.9352,-4.2241,-1.3532,9.9138,1.6004,0.46892,0,0,0,3.1021,3.0901,2.9213,3.0991,-62.991,38.159,-0.39951,-39.073,-36.897,-4.4569
7.07,-0.5799,3.1699,1.1866,0.83661,-0.22482,0.28675,-0.40904,8.3569,-8.3127,-0.079685,0.97265,-4.4569,-1.4035,9.282,1.9801,0.4647,0,0,0,3.018,3.0105,2.8383,3.0202,-63.352,37.778,-0.44348,-33.124,-39.31,-4.3359
7.08,-0.49588,3.0869,1.1858,0.84589,-0.22867,0.26653,-0.40143,8.4466,-8.2911,-0.075061,1.0096,-4.6889,-1.4529,8.6469,2.3559,0.46005,0,0,0,2.938,2.9366,2.7628,2.9465,-63.653,37.373,-0.48622,-27.161,-41.701,-4.212
7.09,-0.41099,3.0041,1.1851,0.8549,-0.23276,0.24504,-0.3936,8.5298,-8.2656,-0.070486,1.0455,-4.9156,-1.5004,8.0092,2.7275,0.45498,0,0,0,2.8622,2.8687,2.6955,2.8784,-63.895,36.944,-0.52771,-21.188,-44.07,-4.0853
7.1,-0.3253,2.9216,1.1844,0.86356,-0.23706,0.22231,-0.38554,8.6067,-8.2365,-0.065963,1.08,-5.1316,-1.5449,7.3692,3.0947,0.4495,0,0,0,2.791,2.8076,2.6374,2.8163,-64.077,36.491,-0.56792,-15.21,-46.415,-3.956
7.11,-0.23888,2.8393,1.1838,0.87177,-0.24151,0.19839,-0.37727,8.6772,-8.2038,-0.061497,1.1123,-5.3311,-1.5852,6.7278,3.4573,0.44363,0,0,0,2.725,2.7536,2.5892,2.7604,-64.199,36.015,-0.60682,-9.2309,-48.735,-3.8241
7.12,-0.15178,2.7575,1.1832,0.87942,-0.24607,0.17336,-0.36881,8.7413,-8.1674,-0.057092,1.142,-5.5077,-1.6203,6.0855,3.8149,0.43737,0,0,0,2.6646,2.7071,2.5514,2.7113,-64.262,35.517,-0.6444,-3.2554,-51.028,-3.6899
7.13,-0.064072,2.676,1.1827,0.88642,-0.25067,0.14733,-0.36017,8.7989,-8.1275,-0.052751,1.1684,-5.6553,-1.649,5.4428,4.1675,0.43074,0,0,0,2.6104,2.6684,2.5245,2.6691,-64.264,34.995,-0.68061,2.7119,-53.293,-3.5534
7.14,0.024179,2.595,1.1821,0.89267,-0.25523,0.12048,-0.3514,8.8502,-8.0841,-0.048478,1.191,-5.7681,-1.6702,4.8004,4.5148,0.42376,0,0,0,2.5632,2.6378,2.5085,2.6342,-64.208,34.451,-0.71546,8.6665,-55.527,-3.4148
7.15,0.11291,2.5143,1.1817,0.89809,-0.25969,0.092969,-0.34255,8.8949,-8.0372,-0.044277,1.2092,-5.8414,-1.6831,4.1588,4.8565,0.41644,0,0,0,2.5237,2.6154,2.5032,2.6069,-64.091,33.885,-0.7489,14.604,-57.729,-3.2743
7.16,0.20206,2.4342,1.1813,0.90264,-0.26397,0.065019,-0.33367,8.9333,-7.9869,-0.040151,1.2229,-5.8719,-1.6871,3.5187,5.1924,0.40879,0,0,0,2.4926,2.6012,2.508,2.5874,-63.916,33.296,-0.78094,20.519,-59.899,-3.1319
7.17,0.29156,2.3546,1.1809,0.90626,-0.26801,0.036855,-0.32482,8.9653,-7.9334,-0.036102,1.2316,-5.8579,-1.6821,2.8807,5.5223,0.40082,0,0,0,2.4707,2.595,2.5222,2.5761,-63.681,32.687,-0.81154,26.408,-62.033,-2.9879
7.18,0.38134,2.2756,1.1805,0.90895,-0.27172,0.0087107,-0.31608,8.991,-7.8765,-0.032135,1.2353,-5.7999,-1.668,2.2453,5.846,0.39256,0,0,0,2.4584,2.5967,2.5449,2.573,-63.387,32.056,-0.84069,32.267,-64.131,-2.8423
7.19,0.47135,2.1971,1.1802,0.91072,-0.27508,-0.019185,-0.3075,9.0102,-7.8165,-0.028252,1.2342,-5.7,-1.6454,1.6132,6.1634,0.38401,0,0,0,2.4562,2.6061,2.575,2.5782,-63.036,31.404,-0.86838,38.09,-66.191,-2.6953
7.2,0.56153,2.1192,1.18,0.91161,-0.27802,-0.046615,-0.29915,9.0232,-7.7533,-0.024456,1.2284,-5.5622,-1.6149,0.9848,6.4741,0.3752,0,0,0,2.4642,2.6227,2.6115,2.5916,-62.626,30.732,-0.89459,43.872,-68.211,-2.547
7.21,0.6518,2.042,1.1797,0.91169,-0.28053,-0.073388,-0.29109,9.03,-7.687,-0.020749,1.2183,-5.3916,-1.5774,0.36083,6.7779,0.36613,0,0,0,2.4821,2.6464,2.6535,2.6129,-62.158,30.04,-0.91931,49.611,-70.19,-2.3977
7.22,0.7421,1.9655,1.1796,0.91103,-0.28259,-0.09934,-0.28338,9.0305,-7.6177,-0.017134,1.2044,-5.1943,-1.5341,-0.25817,7.0748,0.35682,0,0,0,2.5096,2.6765,2.7002,2.6418,-61.634,29.328,-0.94254,55.3,-72.127,-2.2473
7.23,0.83239,1.8897,1.1794,0.90971,-0.28419,-0.12434,-0.27606,9.0248,-7.5455,-0.013613,1.1871,-4.9764,-1.4861,-0.87165,7.3644,0.34728,0,0,0,2.5461,2.7128,2.7508,2.6778,-61.053,28.598,-0.96426,60.936,-74.019,-2.0961
7.24,0.92258,1.8146,1.1793,0.90783,-0.28534,-0.14829,-0.26915,9.0131,-7.4705,-0.010189,1.1671,-4.7441,-1.4347,-1.479,7.6467,0.33754,0,0,0,2.5907,2.7548,2.8048,2.7204,-60.415,27.848,-0.98446,66.513,-75.865,-1.9442
7.25,1.0126,1.7403,1.1792,0.90548,-0.28606,-0.17112,-0.26268,8.9953,-7.3926,-0.0068631,1.1447,-4.5032,-1.3808,-2.0798,7.9213,0.3276,0,0,0,2.6426,2.802,2.8617,2.769,-59.722,27.081,-1.0031,72.028,-77.664,-1.7917
7.26,1.1025,1.6668,1.1791,0.90274,-0.28637,-0.19281,-0.25665,8.9715,-7.3121,-0.0036376,1.1206,-4.2586,-1.3256,-2.6733,8.1882,0.31748,0,0,0,2.7008,2.8539,2.9211,2.8227,-58.975,26.295,-1.0203,77.476,-79.414,-1.6387
7.27,1.192,1.5941,1.1791,0.89971,-0.28629,-0.21332,-0.25109,8.9418,-7.2289,-0.0005141,1.0952,-4.0145,-1.2698,-3.2591,8.4472,0.3072,0,0,0,2.7643,2.91,2.9828,2.8811,-58.173,25.492,-1.0359,82.852,-81.113,-1.4855
7.28,1.2813,1.5222,1.1791,0.89646,-0.28586,-0.23268,-0.24596,8.9063,-7.1432,0.0025058,1.0689,-3.7743,-1.2143,-3.8366,8.698,0.29677,0,0,0,2.8323,2.9698,3.0464,2.9434,-57.318,24.673,-1.05,88.152,-82.76,-1.3321
7.29,1.3701,1.4512,1.1792,0.89306,-0.2851,-0.2509,-0.24128,8.8651,-7.055,0.0054208,1.0421,-3.5408,-1.1596,-4.4053,8.9406,0.2862,0,0,0,2.9038,3.0327,3.1116,3.0089,-56.41,23.837,-1.0626,93.371,-84.353,-1.1788
7.3,1.4586,1.3811,1.1792,0.88955,-0.28405,-0.26803,-0.23702,8.8183,-6.9644,0.0082295,1.015,-3.3157,-1.1062,-4.9646,9.1747,0.27552,0,0,0,2.978,3.0983,3.1782,3.077,-55.451,22.986,-1.0736,98.504,-85.891,-1.0255
7.31,1.5465,1.3119,1.1793,0.88599,-0.28273,-0.28411,-0.23316,8.7658,-6.8715,0.010931,0.98796,-3.1003,-1.0545,-5.5141,9.4003,0.26474,0,0,0,3.0543,3.166,3.2459,3.1472,-54.441,22.12,-1.0831,103.55,-87.372,-0.87249
7.32,1.6339,1.2437,1.1795,0.88243,-0.28117,-0.29918,-0.22968,8.708,-6.7764,0.013524,0.96114,-2.8955,-1.0046,-6.0533,9.6171,0.25386,0,0,0,3.1319,3.2353,3.3144,3.2189,-53.38,21.239,-1.091,108.5,-88.795,-0.71989
7.33,1.7206,1.1764,1.1796,0.87889,-0.2794,-0.31329,-0.22656,8.6448,-6.6792,0.016008,0.93469,-2.7017,-0.95682,-6.5816,9.825,0.24292,0,0,0,3.2104,3.3058,3.3835,3.2915,-52.271,20.344,-1.0975,113.35,-90.158,-0.56783
7.34,1.8067,1.1101,1.1798,0.8754,-0.27745,-0.32651,-0.22378,8.5764,-6.5799,0.018382,0.90876,-2.5188,-0.91119,-7.0985,10.024,0.23192,0,0,0,3.2891,3.377,3.4528,3.3648,-51.114,19.436,-1.1024,118.09,-91.459,-0.41645
7.35,1.8921,1.0448,1.18,0.87199,-0.27533,-0.33889,-0.22131,8.5029,-6.4787,0.020646,0.88341,-2.3468,-0.86776,-7.6037,10.214,0.22088,0,0,0,3.3677,3.4485,3.5221,3.4381,-49.909,18.515,-1.1058,122.73,-92.696,-0.26589
7.36,1.9768,0.98054,1.1802,0.86866,-0.27308,-0.35047,-0.21914,8.4244,-6.3757,0.0228,0.85873,-2.1853,-0.82652,-8.0966,10.394,0.20981,0,0,0,3.4457,3.52,3.5911,3.5112,-48.659,17.582,-1.1077,127.26,-93.869,-0.11629
7.37,2.0606,0.91731,1.1804,0.86544,-0.27069,-0.36131,-0.21723,8.341,-6.2709,0.024842,0.83475,-2.0338,-0.78743,-8.5767,10.565,0.19873,0,0,0,3.5228,3.5911,3.6595,3.5836,-47.365,16.638,-1.1081,131.67,-94.976,0.032221
7.38,2.1436,0.85513,1.1807,0.86233,-0.2682,-0.37145,-0.21557,8.2529,-6.1644,0.026774,0.8115,-1.8919,-0.75045,-9.0437,10.727,0.18765,0,0,0,3.5986,3.6614,3.7271,3.6551,-46.026,15.683,-1.1071,135.96,-96.015,0.17949
7.39,2.2257,0.79402,1.181,0.85934,-0.26562,-0.38095,-0.21414,8.1602,-6.0564,0.028595,0.789,-1.759,-0.71549,-9.4971,10.879,0.17659,0,0,0,3.6729,3.7306,3.7936,3.7254,-44.646,14.718,-1.1045,140.12,-96.984,0.32539
7.4,2.3068,0.73401,1.1813,0.85648,-0.26296,-0.38983,-0.21292,8.063,-5.9469,0.030306,0.76724,-1.6344,-0.68247,-9.9365,11.021,0.16557,0,0,0,3.7453,3.7985,3.8588,3.7942,-43.225,13.744,-1.1006,144.15,-97.882,0.46977
7.41,2.3869,0.67509,1.1816,0.85373,-0.26024,-0.39814,-0.21189,7.9615,-5.836,0.031907,0.74623,-1.5176,-0.65129,-10.361,11.154,0.15459,0,0,0,3.8158,3.8648,3.9224,3.8612,-41.764,12.761,-1.0952,148.04,-98.708,0.6125
7.42,2.466,0.61729,1.1819,0.85112,-0.25746,-0.40591,-0.21104,7.8558,-5.7238,0.033398,0.72594,-1.4081,-0.62186,-10.772,11.276,0.14367,0,0,0,3.884,3.9293,3.9842,3.9263,-40.264,11.77,-1.0883,151.8,-99.46,0.75344
7.43,2.544,0.56062,1.1822,0.84864,-0.25464,-0.41319,-0.21034,7.7461,-5.6105,0.03478,0.70637,-1.3052,-0.59407,-11.167,11.389,0.13282,0,0,0,3.9497,3.9917,4.044,3.9891,-38.728,10.772,-1.0801,155.41,-100.14,0.89245
7.44,2.6209,0.50509,1.1826,0.84629,-0.25178,-0.41999,-0.2098,7.6325,-5.4961,0.036055,0.68749,-1.2085,-0.56784,-11.546,11.492,0.12207,0,0,0,4.0129,4.0518,4.1017,4.0496,-37.157,9.7672,-1.0705,158.87,-100.73,1.0294
7.45,2.6966,0.4507,1.183,0.84406,-0.24889,-0.42634,-0.20938,7.5152,-5.3807,0.037222,0.66929,-1.1173,-0.54306,-11.91,11.584,0.11142,0,0,0,4.0732,4.1094,4.157,4.1075,-35.551,8.7572,-1.0595,162.18,-101.25,1.1641
7.46,2.7712,0.39748,1.1833,0.84197,-0.24598,-0.43228,-0.20909,7.3944,-5.2644,0.038284,0.65173,-1.0313,-0.51966,-12.257,11.667,0.10088,0,0,0,4.1307,4.1644,4.2097,4.1627,-33.913,7.7424,-1.0472,165.33,-101.69,1.2965
7.47,2.8445,0.34542,1.1837,0.84,-0.24305,-0.43782,-0.2089,7.2702,-5.1474,0.03924,0.6348,-0.95002,-0.49753,-12.588,11.739,0.090479,0,0,0,4.1851,4.2166,4.2598,4.2151,-32.245,6.7236,-1.0336,168.32,-102.05,1.4264
7.48,2.9166,0.29453,1.1841,0.83815,-0.24012,-0.44299,-0.20882,7.1427,-5.0297,0.040094,0.61847,-0.873,-0.47659,-12.902,11.801,0.080217,0,0,0,4.2364,4.2659,4.3071,4.2644,-30.548,5.7017,-1.0187,171.14,-102.32,1.5537
7.49,2.9874,0.24482,1.1845,0.83643,-0.23718,-0.4478,-0.20882,7.0122,-4.9114,0.040845,0.60271,-0.79986,-0.45678,-13.199,11.853,0.07011,0,0,0,4.2844,4.3121,4.3514,4.3106,-28.823,4.6774,-1.0025,173.79,-102.51,1.6782
7.5,3.0568,0.1963,1.1849,0.83483,-0.23424,-0.45227,-0.2089,6.8788,-4.7926,0.041496,0.58751,-0.73024,-0.43801,-13.478,11.895,0.06017,0,0,0,4.3289,4.3551,4.3926,4.3536,-27.073,3.6518,-0.98513,176.26,-102.61,1.7998
7.51,3.1249,0.14897,1.1854,0.83335,-0.23131,-0.45642,-0.20906,6.7427,-4.6735,0.042049,0.57283,-0.6638,-0.42022,-13.74,11.926,0.050411,0,0,0,4.3701,4.3949,4.4306,4.3932,-25.298,2.6255,-0.96654,178.55,-102.62,1.9184
7.52,3.1917,0.10283,1.1858,0.83199,-0.22837,-0.46026,-0.20928,6.604,-4.5541,0.042505,0.55865,-0.60021,-0.40333,-13.984,11.947,0.040844,0,0,0,4.4076,4.4312,4.4653,4.4294,-23.502,1.5996,-0.94677,180.66,-102.55,2.0337
7.53,3.257,0.05789,1.1862,0.83074,-0.22545,-0.46381,-0.20956,6.463,-4.4346,0.042867,0.54495,-0.53917,-0.3873,-14.21,11.958,0.031479,0,0,0,4.4416,4.4641,4.4967,4.4621,-21.686,0.57487,-0.92587,182.58,-102.38,2.1458
7.54,3.3209,0.014142,1.1866,0.82961,-0.22254,-0.46707,-0.2099,6.3199,-4.315,0.043136,0.5317,-0.48041,-0.37206,-14.418,11.959,0.02233,0,0,0,4.4718,4.4934,4.5246,4.4912,-19.851,-0.44769,-0.90387,184.3,-102.12,2.2544
7.55,3.3834,-0.02841,1.1871,0.8286,-0.21965,-0.47006,-0.21028,6.1748,-4.1955,0.043314,0.5189,-0.42366,-0.35756,-14.607,11.949,0.013406,0,0,0,4.4983,4.5191,4.5489,4.5166,-18,-1.4672,-0.8808,185.83,-101.76,2.3594
7.56,3.4444,-0.069768,1.1875,0.8277,-0.21677,-0.47278,-0.2107,6.0278,-4.0761,0.043404,0.5065,-0.36867,-0.34375,-14.778,11.93,0.0047173,0,0,0,4.521,4.5412,4.5697,4.5383,-16.135,-2.4826,-0.85669,187.15,-101.31,2.4607
7.57,3.5039,-0.10993,1.1879,0.82692,-0.2139,-0.47525,-0.21117,5.8793,-3.9569,0.043409,0.49451,-0.3152,-0.33059,-14.93,11.9,-0.003725,0,0,0,4.5398,4.5594,4.5868,4.5562,-14.258,-3.493,-0.8316,188.26,-100.76,2.5581
7.58,3.562,-0.14891,1.1884,0.82624,-0.21105,-0.47747,-0.21166,5.7293,-3.8381,0.043331,0.48288,-0.26303,-0.31802,-15.063,11.86,-0.011911,0,0,0,4.5548,4.574,4.6001,4.5704,-12.371,-4.4974,-0.80554,189.16,-100.11,2.6515
7.59,3.6185,-0.1867,1.1888,0.82569,-0.20822,-0.47944,-0.21219,5.5781,-3.7197,0.043172,0.47162,-0.21194,-0.30603,-15.177,11.81,-0.019833,0,0,0,4.5659,4.5847,4.6098,4.5806,-10.476,-5.4948,-0.77858,189.85,-99.357,2.7407
7.6,3.6735,-0.2233,1.1892,0.82524,-0.20541,-0.48117,-0.21274,5.4258,-3.6019,0.042935,0.46069,-0.16173,-0.29455,-15.272,11.75,-0.02748,0,0,0,4.573,4.5916,4.6157,4.5871,-8.5745,-6.4842,-0.75074,190.31,-98.504,2.8257
7.61,3.727,-0.25874,1.1897,0.82491,-0.20262,-0.48267,-0.21332,5.2727,-3.4848,0.042623,0.45009,-0.11218,-0.28357,-15.349,11.68,-0.034845,0,0,0,4.5762,4.5947,4.6178,4.5896,-6.6701,-7.4646,-0.72208,190.55,-97.547,2.9062
7.62,3.779,-0.293,1.1901,0.82468,-0.19985,-0.48394,-0.21391,5.1189,-3.3684,0.042239,0.4398,-0.063117,-0.27304,-15.406,11.601,-0.041919,0,0,0,4.5755,4.5939,4.6162,4.5882,-4.7644,-8.4348,-0.69264,190.55,-96.484,2.9821
7.63,3.8294,-0.32611,1.1905,0.82458,-0.19709,-0.48497,-0.21453,4.9646,-3.2528,0.041786,0.42979,-0.014334,-0.26294,-15.444,11.512,-0.048695,0,0,0,4.5708,4.5892,4.6107,4.583,-2.8598,-9.3939,-0.66245,190.32,-95.314,3.0533
