t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,-5,4.5,1.2,0.70681,-0,0,-0.7074,0,0,0,0,0,0,0,0,0,0,0,0,0.10124,4.0666,4.0697,0.09806,0,0,0,-0.3443,-8255.7,14252
0.01,-5,4.5,1.2,0.70663,0.012897,0.012874,-0.70735,-1.3561e-06,-0.0012944,0.0021554,0.0075131,6.576,9.2443e-05,-0.00053106,-0.3804,0.62536,0,0,0,1.2048,3.2312,3.2222,1.2149,-0.15478,-72.947,116.72,-29.492,-6376,9237.1
0.02,-5,4.5,1.2001,0.70524,0.041169,0.041016,-0.70659,-2.0341e-05,-0.0097374,0.0156,0.024988,8.7583,0.00098987,-0.0039562,-1.4004,2.1815,0,0,0,2.4404,2.6866,2.6765,2.4557,-0.56778,-128.34,187.56,-52.024,-4741.5,5066.6
0.03,-5,4.4998,1.2004,0.70255,0.071939,0.071504,-0.70437,-9.7714e-05,-0.030888,0.047487,0.045583,8.3988,0.00316,-0.01253,-2.8965,4.2508,0,0,0,3.2506,2.8447,2.8373,3.2673,-1.174,-168.54,220.66,-68.163,-3336.3,1678.2
0.04,-5,4.4993,1.2011,0.69904,0.099921,0.099041,-0.7011,-0.00029357,-0.068784,0.10119,0.066459,7.4097,0.0063335,-0.027869,-4.728,6.4939,0,0,0,3.828,3.3792,3.3747,3.8446,-1.9105,-195.77,223.52,-78.128,-2144.3,-990.62
0.05,-5,4.4983,1.2025,0.69519,0.12455,0.12304,-0.69718,-0.00068105,-0.12617,0.17704,0.087719,6.5682,0.010143,-0.050972,-6.7756,8.6434,0,0,0,4.3304,4.0161,4.0135,4.3467,-2.7167,-212.09,203.03,-82.142,-1149.5,-3002.3
0.06,-5,4.4967,1.2047,0.6912,0.14677,0.14441,-0.69271,-0.0013403,-0.20468,0.27306,0.11078,6.0447,0.014378,-0.08224,-8.9397,10.498,0,0,0,4.7923,4.6289,4.6275,4.8088,-3.5342,-219.37,165.46,-80.426,-336.08,-4419.4
0.07,-5,4.4942,1.208,0.68711,0.16772,0.16421,-0.68759,-0.0023526,-0.30507,0.38553,0.13782,5.8197,0.018932,-0.12151,-11.139,11.914,0,0,0,5.2009,5.1658,5.1647,5.2179,-4.3068,-219.36,116.42,-73.199,312.11,-5304.2
0.08,-5.0001,4.4905,1.2125,0.68291,0.18839,0.18333,-0.68157,-0.0037947,-0.42736,0.50959,0.17217,5.8383,0.023705,-0.16805,-13.308,12.805,0,0,0,5.5375,5.6051,5.6037,5.5554,-4.9806,-213.62,60.937,-60.685,811,-5719.3
0.09,-5.0001,4.4855,1.2182,0.67862,0.20962,0.20237,-0.67422,-0.0057337,-0.57096,0.63973,0.21971,6.0487,0.028518,-0.22061,-15.397,13.126,0,0,0,5.7916,5.9401,5.9374,5.8104,-5.5036,-203.58,3.3916,-43.102,1176.6,-5727.1
0.1,-5.0002,4.479,1.2253,0.67454,0.23218,0.22163,-0.6648,-0.0082213,-0.7349,0.77021,0.29299,6.4052,0.033015,-0.27745,-17.369,12.878,0,0,0,5.9634,6.1727,6.1673,5.9829,-5.8265,-190.48,-52.456,-20.674,1424.8,-5390.1
0.11,-5.0003,4.4708,1.2336,0.67179,0.25707,0.24077,-0.65165,-0.01129,-0.91787,0.8955,0.42636,6.8599,0.036545,-0.33632,-19.2,12.093,0,0,0,6.0629,6.3113,6.3005,6.083,-5.9017,-175.42,-103.47,6.3805,1571.7,-4770.7
0.12,-5.0004,4.4606,1.2431,0.67565,0.28704,0.25707,-0.6285,-0.014945,-1.1184,1.0105,0.76266,7.3426,0.038011,-0.39451,-20.874,10.833,0,0,0,6.1074,6.37,6.3471,6.13,-5.6842,-159.33,-147.14,37.839,1633.3,-3931.3
0.13,-5.0006,4.4484,1.2538,0.76096,0.35694,0.22181,-0.4943,-0.019167,-1.3348,1.1109,3.412,7.091,0.035704,-0.44888,-22.386,9.1815,0,0,0,6.1031,6.3824,6.2879,6.1808,-5.131,-142.99,-181.57,73.481,1625.5,-2934.6
0.14,-5.0008,4.4339,1.2653,0.68213,0.3438,-0.30034,0.57122,-0.023899,-1.5656,1.1931,1.2261,-8.1565,0.027173,-0.49587,-23.735,7.237,0,0,0,6.2724,6.1696,6.1159,6.2831,-4.2014,-127,-205.51,113.08,1564.3,-1842.8
0.15,-5.0011,4.417,1.2775,0.6408,0.35619,-0.34126,0.58825,-0.029047,-1.809,1.255,0.52379,-8.4085,0.0092187,-0.53153,-24.929,5.1085,0,0,0,6.1941,6.1947,6.1332,6.1745,-2.8568,-111.83,-218.32,156.43,1465.7,-718.5
0.16,-5.0014,4.3976,1.2903,0.61696,0.37715,-0.37146,0.58236,-0.034477,-2.0636,1.2951,0.33806,-8.3097,-0.02188,-0.55151,-25.976,2.9079,0,0,0,6.1028,6.2568,6.1652,6.0619,-1.061,-97.759,-219.98,203.29,1345.7,375.88
0.17,-5.0017,4.3757,1.3034,0.59612,0.39841,-0.39833,0.57205,-0.040009,-2.3281,1.3133,0.26553,-7.8721,-0.069874,-0.55113,-26.888,0.74405,0,0,0,6.026,6.3498,6.2162,5.9638,1.2201,-84.931,-211.11,253.46,1220.3,1377.9
0.18,-5.0022,4.3511,1.3165,0.57648,0.41776,-0.42232,0.56107,-0.045415,-2.601,1.3104,0.2445,-7.1082,-0.1379,-0.52538,-27.678,-1.2833,0,0,0,5.9819,6.4625,6.2784,5.898,4.0184,-73.318,-192.94,306.7,1105.4,2225
0.19,-5.0027,4.3236,1.3295,0.5579,0.43394,-0.44325,0.55134,-0.050414,-2.8813,1.2883,0.25964,-6.082,-0.22791,-0.46894,-28.358,-3.0898,0,0,0,5.9792,6.5801,6.3404,5.8745,7.3632,-62.741,-167.3,362.64,1014.3,2866.9
0.2,-5.0032,4.2934,1.3422,0.54045,0.4461,-0.46113,0.54431,-0.054673,-3.1678,1.2496,0.30867,-4.8866,-0.34037,-0.37622,-28.936,-4.6114,0,0,0,6.0131,6.6921,6.3953,5.8902,11.276,-52.949,-136.27,420.14,947.92,3307.2
0.21,-5.0037,4.2603,1.3545,0.52388,0.45354,-0.47634,0.54125,-0.057799,-3.4597,1.1972,0.39597,-3.6133,-0.47421,-0.24149,-29.419,-5.8037,0,0,0,6.0713,6.7917,6.4389,5.9351,15.767,-43.71,-101.77,477.86,903.4,3565.4
0.22,-5.0043,4.2242,1.3661,0.50733,0.45534,-0.48976,0.54352,-0.059343,-3.7559,1.1347,0.53293,-2.339,-0.62701,-0.058975,-29.811,-6.6409,0,0,0,6.1401,6.8749,6.4687,5.9982,20.83,-34.817,-65.508,534.48,878.08,3660.7
0.23,-5.0049,4.1851,1.3771,0.48864,0.44985,-0.50308,0.55296,-0.0588,-4.0556,1.0656,0.74249,-1.1284,-0.79532,0.17696,-30.115,-7.1131,0,0,0,6.2077,6.9397,6.4819,6.0715,26.448,-26.093,-29.03,588.64,869.25,3612.5
0.24,-5.0055,4.1431,1.3874,0.46281,0.43324,-0.51953,0.57288,-0.055608,-4.3579,0.99362,1.0717,-0.052669,-0.97492,0.47173,-30.333,-7.2252,0,0,0,6.2661,6.9858,6.4745,6.1529,32.59,-17.386,6.3278,639.01,874.19,3440
0.25,-5.006,4.098,1.397,0.41676,0.39509,-0.54585,0.61013,-0.049153,-4.6619,0.92225,1.6221,0.74923,-1.1611,0.83036,-30.463,-6.9942,0,0,0,6.3126,7.0131,6.4367,6.2507,39.211,-8.5726,39.419,684.25,890.18,3162.5
0.26,-5.0065,4.0498,1.4059,0.31034,0.30281,-0.59466,0.67703,-0.038773,-4.9669,0.85479,2.5692,0.81891,-1.3487,1.2574,-30.504,-6.4476,0,0,0,6.3608,7.0101,6.3427,6.3932,46.253,0.44498,69.291,723.02,914.51,2799.3
0.27,-5.0068,3.9986,1.4141,0.059478,0.089522,-0.65117,0.75128,-0.023764,-5.2717,0.79423,3.3965,-1.0554,-1.533,1.7566,-30.453,-5.6216,0,0,0,6.4935,6.8996,6.1898,6.588,53.645,9.7363,95.184,753.98,944.47,2369.8
0.28,-5.0069,3.9444,1.4218,0.2027,0.12257,0.63239,-0.73754,-0.0033895,-5.5756,0.74315,2.5079,-3.506,-1.7092,2.3312,-30.308,-4.5591,0,0,0,6.6752,6.7253,6.1717,6.6479,61.302,19.344,116.53,775.79,977.34,1893.1
0.29,-5.0068,3.8871,1.429,0.32812,0.20749,0.59312,-0.70533,0.023117,-5.8775,0.70368,1.5047,-4.7018,-1.8736,2.9832,-30.065,-3.3075,0,0,0,6.7442,6.6575,6.2463,6.6202,69.126,29.284,132.95,787.12,1010.4,1388.8
0.3,-5.0064,3.8269,1.4359,0.39065,0.23291,0.56427,-0.68902,0.056537,-6.1766,0.67746,0.85658,-5.3579,-2.0233,3.7139,-29.721,-1.917,0,0,0,6.758,6.647,6.3285,6.5944,77.005,39.544,144.28,786.62,1041,875.9
0.31,-5.0057,3.7636,1.4426,0.42929,0.23439,0.54249,-0.68299,0.097656,-6.4716,0.66563,0.38887,-5.7669,-2.1569,4.5231,-29.273,-0.43892,0,0,0,6.7566,6.6597,6.4093,6.581,84.815,50.086,150.51,772.95,1066.3,373.88
0.32,-5.0045,3.6975,1.4493,0.45703,0.22426,0.5246,-0.68237,0.14726,-6.7617,0.66881,0.0045399,-6.0106,-2.274,5.4095,-28.719,1.0768,0,0,0,6.7555,6.6835,6.4875,6.5804,92.416,60.843,151.85,744.78,1083.7,-98.018
0.33,-5.0027,3.6284,1.4561,0.47876,0.20752,0.50909,-0.68451,0.20609,-7.0456,0.68714,-0.33879,-6.1289,-2.3755,6.3702,-28.056,2.5832,0,0,0,6.7605,6.7125,6.5609,6.592,99.658,71.723,148.71,700.77,1090.4,-520.49
0.34,-5.0003,3.5566,1.4631,0.49663,0.18663,0.49524,-0.68795,0.27489,-7.3224,0.7203,-0.65887,-6.1546,-2.4629,7.4009,-27.284,4.0381,0,0,0,6.7726,6.7429,6.6266,6.6144,106.37,82.606,141.67,639.7,1083.9,-875.08
0.35,-4.9972,3.482,1.4705,0.51172,0.16296,0.4827,-0.6918,0.35432,-7.591,0.76761,-0.96197,-6.1183,-2.5376,8.4954,-26.404,5.406,0,0,0,6.7904,6.772,6.6829,6.6446,112.4,93.355,131.46,562.2,1063.6,-1156.6
0.36,-4.9932,3.4048,1.4785,0.52465,0.13734,0.47129,-0.69553,0.44499,-7.8502,0.82804,-1.2501,-6.0462,-2.6018,9.646,-25.418,6.6589,0,0,0,6.8115,6.7979,6.7285,6.6786,117.57,103.84,118.77,470.39,1030.8,-1370.3
0.37,-4.9882,3.325,1.4871,0.53583,0.11028,0.46086,-0.6988,0.5474,-8.099,0.90033,-1.5235,-5.959,-2.6573,10.844,-24.329,7.7753,0,0,0,6.8329,6.8193,6.763,6.713,121.76,113.93,104.26,366.42,986.64,-1521.7
0.38,-4.9822,3.2428,1.4965,0.54556,0.082138,0.45128,-0.7014,0.66198,-8.3364,0.98304,-1.781,-5.8719,-2.7059,12.078,-23.141,8.74,0,0,0,6.8516,6.8351,6.7862,6.7451,124.87,123.54,88.522,252.44,932.32,-1616.4
0.39,-4.9749,3.1583,1.5068,0.55406,0.053135,0.44242,-0.70318,0.78904,-8.5615,1.0746,-2.0208,-5.7955,-2.7491,13.337,-21.86,9.5435,0,0,0,6.8652,6.845,6.7984,6.7732,126.79,132.55,72.099,130.62,869.06,-1660
0.4,-4.9664,3.0716,1.518,0.56154,0.023445,0.43415,-0.70402,0.92876,-8.7733,1.1734,-2.2402,-5.736,-2.7878,14.609,-20.492,10.181,0,0,0,6.8721,6.849,6.8004,6.7961,127.46,140.89,55.473,3.0891,798.08,-1658.1
0.41,-4.9563,2.9829,1.5303,0.56817,-0.0067954,0.42631,-0.70384,1.0812,-8.9711,1.2777,-2.4361,-5.6957,-2.8225,15.882,-19.045,10.654,0,0,0,6.8713,6.8479,6.7936,6.8138,126.84,148.49,39.071,-127.99,720.56,-1616
0.42,-4.9447,2.8923,1.5436,0.57412,-0.037459,0.41877,-0.70258,1.2464,-9.154,1.3859,-2.6047,-5.6742,-2.8536,17.142,-17.525,10.965,0,0,0,6.8626,6.8428,6.7796,6.8265,124.89,155.28,23.267,-260.46,637.74,-1539.6
0.43,-4.9314,2.7999,1.558,0.57953,-0.068411,0.41138,-0.70017,1.424,-9.3214,1.4964,-2.7425,-5.6684,-2.8809,18.375,-15.942,11.122,0,0,0,6.8467,6.8349,6.7603,6.835,121.63,161.23,8.3762,-392.18,550.81,-1434.2
0.44,-4.9162,2.7059,1.5735,0.58452,-0.099501,0.404,-0.69658,1.6137,-9.4726,1.6079,-2.8458,-5.6739,-2.9043,19.57,-14.303,11.136,0,0,0,6.8245,6.826,6.7379,6.8404,117.06,166.29,-5.339,-520.99,460.98,-1305.4
0.45,-4.899,2.6105,1.5902,0.58922,-0.13056,0.39651,-0.69178,1.8152,-9.6073,1.7187,-2.9114,-5.6848,-2.9233,20.712,-12.619,11.02,0,0,0,6.7977,6.8175,6.7144,6.8437,111.23,170.44,-17.673,-644.73,369.46,-1158.9
0.46,-4.8798,2.5138,1.6079,0.59373,-0.1614,0.38881,-0.68576,2.0278,-9.7249,1.8279,-2.9369,-5.6952,-2.9378,21.79,-10.898,10.788,0,0,0,6.7681,6.8107,6.6916,6.8459,104.19,173.68,-28.476,-761.27,277.47,-1000.1
0.47,-4.8585,2.416,1.6267,0.59814,-0.1918,0.38081,-0.67854,2.2507,-9.8251,1.9342,-2.9211,-5.6995,-2.9477,22.792,-9.1485,10.456,0,0,0,6.7379,6.8068,6.671,6.8478,96.033,176,-37.653,-868.43,186.2,-834.66
0.48,-4.8348,2.3174,1.6466,0.60254,-0.22158,0.37245,-0.67017,2.4833,-9.9078,2.0367,-2.8643,-5.693,-2.9532,23.708,-7.3808,10.04,0,0,0,6.709,6.8063,6.6538,6.8499,86.86,177.41,-45.166,-964.08,96.868,-668.08
0.49,-4.8088,2.218,1.6674,0.60697,-0.25051,0.36369,-0.66072,2.7246,-9.9727,2.1347,-2.7684,-5.6723,-2.9547,24.527,-5.6033,9.558,0,0,0,6.6832,6.8094,6.6407,6.8525,76.797,177.94,-51.03,-1046.1,10.683,-505.94
0.5,-4.7803,2.118,1.6893,0.6115,-0.27841,0.35451,-0.65029,2.9735,-10.02,2.2277,-2.6372,-5.6361,-2.9531,25.241,-3.8247,9.025,0,0,0,6.662,6.8157,6.6317,6.8554,65.991,177.64,-55.318,-1112.2,-71.147,-353.78
0.51,-4.7493,2.0176,1.712,0.61616,-0.30513,0.34489,-0.63897,3.229,-10.049,2.3151,-2.476,-5.5846,-2.9496,25.844,-2.0531,8.4565,0,0,0,6.6464,6.8244,6.6266,6.8582,54.613,176.54,-58.157,-1160.4,-147.41,-217.18
0.52,-4.7157,1.917,1.7355,0.62098,-0.33053,0.33486,-0.6269,3.49,-10.061,2.3968,-2.2919,-5.5198,-2.9454,26.332,-0.29631,7.8661,0,0,0,6.6369,6.8346,6.625,6.8605,42.85,174.71,-59.73,-1188.9,-217.07,-100.91
0.53,-4.6795,1.8165,1.7599,0.62596,-0.35454,0.32441,-0.61419,3.7553,-10.055,2.4724,-2.0927,-5.4446,-2.9417,26.701,1.4389,7.2654,0,0,0,6.6327,6.8452,6.626,6.8621,30.899,172.22,-60.244,-1198.2,-280.03,-5.2371
0.54,-4.6406,1.716,1.785,0.63111,-0.37712,0.31357,-0.60096,4.0236,-10.032,2.5421,-1.8852,-5.3623,-2.9397,26.95,3.1461,6.6641,0,0,0,6.6327,6.8554,6.6289,6.8627,18.944,169.13,-59.898,-1190,-336.56,71.283
0.55,-4.599,1.6159,1.8107,0.63642,-0.39827,0.30238,-0.5873,4.2939,-9.9924,2.6057,-1.6755,-5.276,-2.9399,27.08,4.8197,6.0697,0,0,0,6.6356,6.8644,6.6328,6.8622,7.153,165.51,-58.877,-1165.7,-386.92,130.08
0.56,-4.5547,1.5162,1.8371,0.64186,-0.41802,0.29085,-0.57331,4.5648,-9.936,2.6635,-1.4687,-5.1886,-2.9426,27.094,6.4547,5.4882,0,0,0,6.6401,6.8714,6.6373,6.8605,-4.3213,161.41,-57.351,-1126.9,-431.39,172.59
0.57,-4.5077,1.4172,1.864,0.64743,-0.43641,0.27901,-0.55905,4.8354,-9.8635,2.7155,-1.2693,-5.1019,-2.9478,26.995,8.0466,4.9238,0,0,0,6.6449,6.8757,6.642,6.8573,-15.341,156.9,-55.475,-1075,-470.22,200.25
0.58,-4.458,1.319,1.8914,0.65308,-0.45352,0.2669,-0.54458,5.1044,-9.7752,2.762,-1.0809,-5.0172,-2.955,26.789,9.5915,4.3794,0,0,0,6.649,6.8771,6.6467,6.8527,-25.782,152.03,-53.391,-1011.6,-503.7,214.48
0.59,-4.4056,1.2217,1.9192,0.65879,-0.46941,0.25455,-0.52996,5.3708,-9.6718,2.8032,-0.90668,-4.935,-2.9633,26.482,11.086,3.8563,0,0,0,6.6518,6.8752,6.6514,6.8467,-35.538,146.84,-51.225,-938.13,-532.07,216.74
0.6,-4.3506,1.1256,1.9474,0.66451,-0.48416,0.24199,-0.51522,5.6337,-9.5537,2.8392,-0.74928,-4.8552,-2.9716,26.081,12.528,3.3548,0,0,0,6.6527,6.87,6.6564,6.8395,-44.516,141.4,-49.091,-856.2,-555.61,208.43
0.61,-4.2929,1.0307,1.9759,0.6702,-0.49788,0.22927,-0.50038,5.8922,-9.4214,2.8704,-0.61091,-4.777,-2.9786,25.595,13.913,2.874,0,0,0,6.6516,6.8615,6.6618,6.8314,-52.639,135.75,-47.087,-767.29,-574.59,191.01
0.62,-4.2328,0.93722,2.0048,0.67581,-0.51063,0.21643,-0.48548,6.1453,-9.2756,2.8968,-0.49341,-4.6992,-2.9827,25.031,15.242,2.4123,0,0,0,6.6483,6.8499,6.668,6.8229,-59.844,129.92,-45.297,-672.91,-589.28,165.91
0.63,-4.1701,0.84525,2.0339,0.68128,-0.52252,0.20355,-0.47053,6.3926,-9.1168,2.9187,-0.39823,-4.6202,-2.9823,24.401,16.512,1.9671,0,0,0,6.6432,6.8358,6.6754,6.8143,-66.084,123.97,-43.79,-574.56,-599.93,134.56
0.64,-4.1049,0.75492,2.0631,0.68655,-0.53363,0.19067,-0.45556,6.6332,-8.9456,2.9362,-0.3265,-4.5384,-2.9758,23.713,17.721,1.5354,0,0,0,6.6365,6.8195,6.6843,6.806,-71.327,117.94,-42.622,-473.77,-606.82,98.387
0.65,-4.0374,0.66637,2.0926,0.69157,-0.54404,0.17788,-0.44058,6.8667,-8.7626,2.9494,-0.27891,-4.4519,-2.9616,22.978,18.87,1.1134,0,0,0,6.6288,6.8015,6.6949,6.7986,-75.556,111.85,-41.833,-372.05,-610.21,58.835
0.66,-3.9676,0.57971,2.1221,0.69627,-0.55385,0.16526,-0.42561,7.0926,-8.5684,2.9585,-0.25574,-4.359,-2.9383,22.205,19.958,0.69735,0,0,0,6.6205,6.7826,6.7073,6.7923,-78.77,105.74,-41.451,-270.91,-610.37,17.335
0.67,-3.8956,0.49504,2.1517,0.7006,-0.56314,0.15289,-0.41069,7.3107,-8.3636,2.9634,-0.25681,-4.2583,-2.9045,21.406,20.985,0.283,0,0,0,6.6122,6.7633,6.7215,6.7874,-80.982,99.653,-41.488,-171.86,-607.58,-24.68
0.68,-3.8214,0.41247,2.1814,0.70449,-0.57198,0.14086,-0.39584,7.5207,-8.1489,2.9641,-0.28139,-4.1486,-2.8595,20.589,21.951,-0.13381,0,0,0,6.6044,6.7443,6.7374,6.7842,-82.219,93.602,-41.942,-76.422,-602.08,-65.775
0.69,-3.7452,0.33209,2.211,0.7079,-0.58047,0.12927,-0.38108,7.7224,-7.9248,2.9607,-0.32822,-4.029,-2.8027,19.764,22.857,-0.55717,0,0,0,6.5975,6.7261,6.7546,6.7828,-82.527,87.619,-42.796,13.894,-594.16,-104.52
0.7,-3.667,0.254,2.2406,0.71079,-0.58867,0.1182,-0.36645,7.9159,-7.6919,2.9529,-0.39546,-3.8992,-2.7338,18.941,23.704,-0.99096,0,0,0,6.592,6.7095,6.7727,6.7832,-81.964,81.726,-44.02,97.575,-584.07,-139.47
0.71,-3.5869,0.17828,2.27,0.7131,-0.59664,0.10774,-0.35199,8.1013,-7.4509,2.9408,-0.48064,-3.7591,-2.6532,18.128,24.492,-1.4386,0,0,0,6.5881,6.6949,6.7911,6.7852,-80.603,75.944,-45.568,173.11,-572.09,-169.2
0.72,-3.505,0.10501,2.2994,0.71482,-0.60447,0.09796,-0.33772,8.2786,-7.2023,2.9241,-0.58071,-3.6093,-2.5616,17.332,25.223,-1.9032,0,0,0,6.5861,6.6827,6.8092,6.7887,-78.534,70.29,-47.382,238.97,-558.48,-192.28
0.73,-3.4214,0.03426,2.3285,0.71592,-0.61219,0.088927,-0.32369,8.448,-6.9466,2.9027,-0.69203,-3.4509,-2.4602,16.559,25.899,-2.3869,0,0,0,6.5861,6.6735,6.8262,6.7934,-75.86,64.779,-49.387,293.77,-543.5,-207.36
0.74,-3.3361,-0.033901,2.3574,0.71639,-0.61985,0.08069,-0.30993,8.6098,-6.6845,2.8763,-0.81062,-3.2851,-2.3504,15.816,26.519,-2.8913,0,0,0,6.5881,6.6674,6.8417,6.7989,-72.695,59.424,-51.501,337.39,-527.29,-214.27
0.75,-3.2492,-0.09941,2.386,0.71623,-0.62749,0.07328,-0.29648,8.7644,-6.4164,2.8448,-0.9327,-3.1137,-2.2341,15.106,27.088,-3.417,0,0,0,6.5918,6.664,6.8555,6.8051,-69.147,54.237,-53.647,370.56,-509.93,-213.57
0.76,-3.1608,-0.16221,2.4143,0.71545,-0.63512,0.066715,-0.28338,8.9121,-6.1429,2.8079,-1.0548,-2.9382,-2.1129,14.434,27.605,-3.9641,0,0,0,6.5971,6.6634,6.8675,6.8117,-65.316,49.229,-55.75,394.06,-491.48,-205.89
0.77,-3.071,-0.22225,2.4422,0.71406,-0.64276,0.060995,-0.27065,9.0532,-5.8645,2.7654,-1.1737,-2.7604,-1.9883,13.801,28.073,-4.5317,0,0,0,6.6036,6.665,6.8777,6.8185,-61.296,44.411,-57.743,408.65,-472.01,-191.8
0.78,-2.9798,-0.27949,2.4696,0.7121,-0.65041,0.056108,-0.25834,9.1882,-5.5816,2.7172,-1.2866,-2.5818,-1.8619,13.208,28.494,-5.1184,0,0,0,6.6111,6.6689,6.8858,6.8251,-57.171,39.792,-59.566,415.09,-451.6,-171.92
0.79,-2.8872,-0.33387,2.4965,0.70958,-0.65806,0.052027,-0.24646,9.3175,-5.2948,2.663,-1.391,-2.404,-1.7353,12.657,28.869,-5.7223,0,0,0,6.6195,6.6747,6.892,6.8316,-53.018,35.382,-61.164,414.15,-430.3,-146.84
0.8,-2.7934,-0.38537,2.5228,0.70655,-0.6657,0.048713,-0.23506,9.4415,-5.0044,2.6027,-1.4847,-2.2287,-1.6098,12.148,29.202,-6.3408,0,0,0,6.6286,6.6821,6.8962,6.8377,-48.91,31.189,-62.488,406.58,-408.2,-117.15
0.81,-2.6984,-0.43395,2.5485,0.70305,-0.67332,0.046119,-0.22416,9.5606,-4.7109,2.5361,-1.5657,-2.0573,-1.4868,11.679,29.494,-6.9709,0,0,0,6.6383,6.6911,6.8984,6.8433,-44.906,27.22,-63.494,393.15,-385.35,-83.465
0.82,-2.6022,-0.47958,2.5735,0.69912,-0.68087,0.044187,-0.21376,9.6752,-4.4146,2.4632,-1.6325,-1.8913,-1.3677,11.249,29.747,-7.6095,0,0,0,6.6486,6.7014,6.8987,6.8484,-41.064,23.484,-64.146,374.62,-361.83,-46.375
0.83,-2.5049,-0.52223,2.5978,0.69482,-0.68834,0.042856,-0.20389,9.7857,-4.116,2.3839,-1.6838,-1.732,-1.2536,10.857,29.964,-8.2526,0,0,0,6.6593,6.7129,6.8971,6.8529,-37.429,19.986,-64.412,351.75,-337.7,-6.4802
0.84,-2.4065,-0.56189,2.6212,0.69021,-0.69569,0.042058,-0.19456,9.8925,-3.8155,2.2982,-1.7187,-1.5807,-1.1457,10.5,30.148,-8.8963,0,0,0,6.6704,6.7253,6.8938,6.8568,-34.041,16.732,-64.268,325.32,-313.05,35.621
0.85,-2.3071,-0.59854,2.6437,0.68536,-0.70288,0.041723,-0.18577,9.9958,-3.5132,2.206,-1.7366,-1.4385,-1.0452,10.175,30.3,-9.5365,0,0,0,6.6819,6.7385,6.8888,6.8599,-30.932,13.727,-63.694,296.07,-287.92,79.329
0.86,-2.2066,-0.63215,2.6653,0.68032,-0.70987,0.041783,-0.1775,10.096,-3.2096,2.1075,-1.737,-1.3063,-0.95293,9.8801,30.423,-10.169,0,0,0,6.6937,6.7524,6.8824,6.8624,-28.126,10.975,-62.678,264.78,-262.4,124.05
0.87,-2.1052,-0.66272,2.6858,0.67516,-0.71663,0.04217,-0.16975,10.194,-2.9048,2.0027,-1.7201,-1.185,-0.8698,9.6116,30.52,-10.789,0,0,0,6.7058,6.7666,6.8745,6.8641,-25.64,8.4796,-61.212,232.2,-236.55,169.17
0.88,-2.0028,-0.69025,2.7053,0.66997,-0.72312,0.042819,-0.16249,10.288,-2.5992,1.8918,-1.6858,-1.075,-0.7965,9.3662,30.594,-11.391,0,0,0,6.7178,6.7809,6.8655,6.865,-23.484,6.2444,-59.295,199.11,-210.45,214.11
0.89,-1.8994,-0.71471,2.7236,0.6648,-0.72931,0.043671,-0.1557,10.381,-2.293,1.7749,-1.6347,-0.97666,-0.73358,9.1408,30.646,-11.973,0,0,0,6.7298,6.795,6.8555,6.8651,-21.657,4.2713,-56.932,166.25,-184.15,258.26
0.9,-1.7952,-0.7361,2.7408,0.65974,-0.73515,0.044673,-0.14934,10.471,-1.9864,1.6524,-1.5674,-0.89009,-0.68134,8.932,30.68,-12.529,0,0,0,6.7412,6.8086,6.8447,6.8644,-20.155,2.5619,-54.135,134.4,-157.73,301.03
0.91,-1.69,-0.75443,2.7567,0.65485,-0.74062,0.045781,-0.14337,10.56,-1.6795,1.5245,-1.4846,-0.8151,-0.63985,8.7367,30.698,-13.054,0,0,0,6.752,6.8213,6.8333,6.863,-18.963,1.1169,-50.918,104.32,-131.26,341.8
0.92,-1.584,-0.76969,2.7713,0.65021,-0.74569,0.046959,-0.13774,10.646,-1.3725,1.3914,-1.3875,-0.75128,-0.60889,8.5518,30.703,-13.546,0,0,0,6.7616,6.8329,6.8216,6.8608,-18.06,-0.063386,-47.307,76.763,-104.81,380
0.93,-1.4771,-0.78188,2.7845,0.64587,-0.75033,0.04818,-0.13241,10.731,-1.0655,1.2537,-1.2771,-0.69794,-0.5879,8.3746,30.698,-13.999,0,0,0,6.7697,6.8428,6.8099,6.8579,-17.417,-0.97951,-43.329,52.502,-78.439,415.01
0.94,-1.3694,-0.791,2.7963,0.64191,-0.75452,0.049426,-0.12732,10.814,-0.75854,1.1116,-1.1546,-0.65418,-0.57598,8.2027,30.684,-14.411,0,0,0,6.7758,6.8508,6.7985,6.8546,-16.997,-1.6327,-39.019,32.297,-52.227,446.25
0.95,-1.2608,-0.79705,2.8067,0.63839,-0.75822,0.050689,-0.12243,10.895,-0.45178,0.96559,-1.0216,-0.61883,-0.57181,8.0341,30.666,-14.779,0,0,0,6.7797,6.8564,6.788,6.8509,-16.755,-2.0248,-34.419,16.911,-26.239,473.1
0.96,-1.1515,-0.80004,2.8156,0.63534,-0.76144,0.051971,-0.11768,10.974,-0.14523,0.81616,-0.87939,-0.59052,-0.57371,7.8672,30.645,-15.099,0,0,0,6.7809,6.8595,6.7787,6.8472,-16.64,-2.1585,-29.574,7.1066,-0.54415,494.97
