t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
3.19,9.9696,-4.5079,1.2997,0.41579,0.30325,-0.38219,-0.76752,-12.727,-13.823,0.19961,0.16324,-3.3728,1.8724,-19.93,8.5106,3.524,0,0,0,5.4185,5.4135,5.4351,5.3595,44.174,73.817,5.5092,89.028,50.002,-22.826
3.2,9.8413,-4.6457,1.3019,0.40742,0.29131,-0.38923,-0.77308,-12.924,-13.735,0.23512,0.17807,-3.4184,1.8938,-19.484,9.2511,3.5779,0,0,0,5.4001,5.404,5.4208,5.3517,45.051,74.264,5.2719,86.331,39.409,-24.627
3.21,9.7111,-4.7826,1.3044,0.39885,0.27913,-0.39631,-0.77842,-13.117,-13.638,0.27116,0.1923,-3.4546,1.9107,-19.029,9.9956,3.6294,0,0,0,5.3866,5.3993,5.4112,5.3492,45.9,74.604,5.0167,83.592,28.55,-26.423
3.22,9.579,-4.9184,1.3073,0.39008,0.26678,-0.40338,-0.78355,-13.305,-13.535,0.3077,0.20584,-3.4809,1.9228,-18.566,10.743,3.6782,0,0,0,5.3781,5.3997,5.4066,5.3519,46.722,74.834,4.7435,80.815,17.451,-28.211
3.23,9.4451,-5.0532,1.3106,0.38114,0.25429,-0.41043,-0.78843,-13.488,-13.423,0.34471,0.21856,-3.4972,1.9302,-18.095,11.492,3.7242,0,0,0,5.3747,5.4051,5.4071,5.3599,47.516,74.952,4.4525,78.001,6.1352,-29.987
3.24,9.3093,-5.1869,1.3142,0.37204,0.24169,-0.41741,-0.79306,-13.667,-13.305,0.38217,0.23038,-3.5033,1.9327,-17.616,12.242,3.7672,0,0,0,5.3765,5.4155,5.4126,5.3731,48.282,74.956,4.1438,75.155,-5.3726,-31.748
3.25,9.1717,-5.3193,1.3182,0.3628,0.22904,-0.42431,-0.79742,-13.84,-13.179,0.42004,0.24122,-3.4993,1.9306,-17.129,12.991,3.807,0,0,0,5.3837,5.4308,5.4233,5.3913,49.019,74.844,3.8176,72.279,-17.048,-33.491
3.26,9.0325,-5.4504,1.3226,0.35345,0.21638,-0.4311,-0.8015,-14.009,-13.045,0.4583,0.25101,-3.4856,1.9239,-16.636,13.738,3.8435,0,0,0,5.3963,5.4511,5.439,5.4145,49.728,74.615,3.474,69.376,-28.866,-35.211
3.27,8.8916,-5.5802,1.3274,0.344,0.20375,-0.43776,-0.8053,-14.173,-12.904,0.4969,0.2597,-3.4625,1.9128,-16.135,14.483,3.8764,0,0,0,5.4141,5.476,5.4597,5.4425,50.407,74.266,3.1134,66.45,-40.803,-36.906
3.28,8.749,-5.7085,1.3326,0.33448,0.19119,-0.44427,-0.80882,-14.332,-12.755,0.53582,0.26724,-3.4306,1.8976,-15.628,15.223,3.9057,0,0,0,5.4371,5.5055,5.4852,5.4749,51.057,73.798,2.736,63.502,-52.833,-38.572
3.29,8.605,-5.8353,1.3381,0.32491,0.17874,-0.4506,-0.81206,-14.485,-12.599,0.575,0.27363,-3.3906,1.8787,-15.114,15.958,3.9311,0,0,0,5.4652,5.5392,5.5154,5.5116,51.677,73.21,2.3421,60.538,-64.934,-40.206
3.3,8.4594,-5.9604,1.3441,0.31531,0.16645,-0.45675,-0.81502,-14.634,-12.436,0.61443,0.27885,-3.3433,1.8565,-14.594,16.687,3.9525,0,0,0,5.4981,5.5771,5.5501,5.5522,52.267,72.5,1.932,57.559,-77.079,-41.805
3.31,8.3123,-6.084,1.3504,0.30571,0.15433,-0.4627,-0.8177,-14.777,-12.266,0.65404,0.28291,-3.2896,1.8312,-14.069,17.408,3.9697,0,0,0,5.5356,5.6186,5.5889,5.5965,52.828,71.668,1.5061,54.568,-89.245,-43.364
3.32,8.1638,-6.2057,1.3572,0.29613,0.14242,-0.46845,-0.82011,-14.915,-12.088,0.69381,0.28582,-3.2303,1.8033,-13.538,18.12,3.9826,0,0,0,5.5774,5.6637,5.6316,5.644,53.359,70.715,1.0648,51.568,-101.41,-44.882
3.33,8.014,-6.3257,1.3643,0.28657,0.13075,-0.47399,-0.82226,-15.048,-11.903,0.73368,0.28762,-3.1664,1.7733,-13.002,18.822,3.9909,0,0,0,5.6231,5.7119,5.6779,5.6944,53.859,69.64,0.60863,48.563,-113.54,-46.353
3.34,7.8629,-6.4438,1.3718,0.27707,0.11934,-0.47931,-0.82417,-15.175,-11.712,0.77361,0.28834,-3.0987,1.7415,-12.461,19.512,3.9947,0,0,0,5.6724,5.7629,5.7274,5.7474,54.33,68.444,0.13795,45.556,-125.62,-47.775
3.35,7.7105,-6.5599,1.3798,0.26764,0.10819,-0.48441,-0.82584,-15.297,-11.513,0.81355,0.28802,-3.0282,1.7084,-11.915,20.19,3.9937,0,0,0,5.7248,5.8162,5.7797,5.8026,54.77,67.128,-0.34669,42.549,-137.63,-49.145
3.36,7.557,-6.674,1.3881,0.25828,0.097339,-0.48929,-0.82729,-15.414,-11.308,0.85347,0.28671,-2.9558,1.6743,-11.365,20.854,3.9877,0,0,0,5.7799,5.8717,5.8344,5.8596,55.181,65.692,-0.84476,39.546,-149.53,-50.458
3.37,7.4023,-6.7861,1.3968,0.24902,0.086781,-0.49396,-0.82853,-15.525,-11.096,0.89329,0.28447,-2.8821,1.6397,-10.812,21.503,3.9767,0,0,0,5.8373,5.9288,5.8912,5.9181,55.561,64.138,-1.3557,36.549,-161.3,-51.713
3.38,7.2465,-6.8959,1.406,0.23985,0.076525,-0.49841,-0.82958,-15.63,-10.878,0.93298,0.28136,-2.8079,1.6048,-10.254,22.137,3.9606,0,0,0,5.8966,5.9871,5.9495,5.9776,55.912,62.466,-1.8788,33.562,-172.93,-52.904
3.39,7.0897,-7.0036,1.4155,0.23079,0.066573,-0.50266,-0.83044,-15.73,-10.653,0.97249,0.27742,-2.734,1.5701,-9.6935,22.752,3.9391,0,0,0,5.9572,6.0463,6.0091,6.0377,56.233,60.68,-2.4135,30.588,-184.38,-54.03
3.4,6.9319,-7.109,1.4254,0.22185,0.056926,-0.5067,-0.83114,-15.824,-10.423,1.0117,0.27272,-2.6609,1.5357,-9.1297,23.35,3.9123,0,0,0,6.0188,6.106,6.0694,6.0981,56.524,58.779,-2.9592,27.629,-195.63,-55.085
3.41,6.7732,-7.212,1.4357,0.21302,0.047581,-0.51055,-0.83168,-15.912,-10.187,1.0507,0.2673,-2.5891,1.502,-8.5631,23.928,3.8799,0,0,0,6.0809,6.1657,6.1301,6.1584,56.785,56.768,-3.515,24.689,-206.66,-56.068
3.42,6.6137,-7.3127,1.4464,0.20432,0.038531,-0.5142,-0.83209,-15.995,-9.9445,1.0893,0.26124,-2.5191,1.4692,-7.994,24.485,3.8419,0,0,0,6.1429,6.2252,6.1907,6.2182,57.018,54.647,-4.0803,21.771,-217.43,-56.975
3.43,6.4533,-7.4109,1.4575,0.19573,0.02977,-0.51767,-0.83236,-16.072,-9.6969,1.1275,0.25456,-2.4513,1.4375,-7.4228,25.02,3.7983,0,0,0,6.2046,6.284,6.2508,6.2772,57.221,52.42,-4.6542,18.878,-227.94,-57.801
3.44,6.2923,-7.5066,1.469,0.18726,0.021289,-0.52097,-0.83251,-16.143,-9.4441,1.1653,0.24734,-2.3859,1.4071,-6.8497,25.533,3.7488,0,0,0,6.2655,6.3417,6.3101,6.3349,57.395,50.089,-5.236,16.012,-238.15,-58.545
3.45,6.1305,-7.5998,1.4808,0.17892,0.013077,-0.52409,-0.83255,-16.209,-9.1863,1.2025,0.2396,-2.3234,1.3781,-6.275,26.022,3.6935,0,0,0,6.3252,6.398,6.3681,6.3912,57.541,47.658,-5.8248,13.177,-248.03,-59.202
3.46,5.9681,-7.6903,1.493,0.17068,0.0051221,-0.52705,-0.8325,-16.269,-8.9238,1.2391,0.23139,-2.2639,1.3507,-5.699,26.486,3.6323,0,0,0,6.3832,6.4525,6.4245,6.4455,57.659,45.13,-6.4198,10.376,-257.57,-59.769
3.47,5.8051,-7.7782,1.5056,0.16256,-0.0025884,-0.52986,-0.83236,-16.323,-8.6567,1.2751,0.22276,-2.2077,1.3251,-5.1219,26.924,3.5651,0,0,0,6.4393,6.5049,6.4789,6.4976,57.749,42.508,-7.0199,7.612,-266.74,-60.243
3.48,5.6417,-7.8634,1.5185,0.15455,-0.010068,-0.53251,-0.83213,-16.371,-8.3854,1.3104,0.21372,-2.1548,1.3012,-4.5441,27.336,3.4919,0,0,0,6.493,6.5549,6.531,6.5471,57.811,39.796,-7.6243,4.8878,-275.51,-60.62
3.49,5.4777,-7.9459,1.5318,0.14664,-0.017331,-0.53502,-0.83184,-16.414,-8.1101,1.3449,0.20432,-2.1054,1.2792,-3.9658,27.72,3.4126,0,0,0,6.5441,6.6021,6.5804,6.5939,57.847,36.999,-8.232,2.2065,-283.86,-60.897
3.5,5.3134,-8.0256,1.5454,0.13882,-0.024393,-0.53739,-0.83147,-16.451,-7.8311,1.3786,0.19459,-2.0596,1.2592,-3.3873,28.075,3.3272,0,0,0,6.5923,6.6463,6.6269,6.6375,57.855,34.121,-8.8419,-0.42879,-291.77,-61.07
3.51,5.1487,-8.1025,1.5594,0.13109,-0.031267,-0.53963,-0.83104,-16.482,-7.5487,1.4115,0.18454,-2.0174,1.2413,-2.8088,28.402,3.2358,0,0,0,6.6372,6.6872,6.6702,6.6777,57.838,31.165,-9.453,-3.0151,-299.21,-61.137
3.52,4.9838,-8.1766,1.5736,0.12344,-0.03797,-0.54174,-0.83056,-16.507,-7.2632,1.4433,0.1742,-1.979,1.2255,-2.2306,28.698,3.1382,0,0,0,6.6785,6.7245,6.7101,6.7143,57.795,28.138,-10.064,-5.5494,-306.16,-61.093
3.53,4.8186,-8.2478,1.5882,0.11587,-0.044517,-0.54373,-0.83003,-16.526,-6.9748,1.4742,0.16358,-1.9444,1.2118,-1.653,28.964,3.0345,0,0,0,6.7162,6.758,6.7462,6.747,57.727,25.044,-10.674,-8.0287,-312.59,-60.935
3.54,4.6533,-8.3161,1.6031,0.10836,-0.050925,-0.5456,-0.82945,-16.54,-6.684,1.504,0.1527,-1.9135,1.2004,-1.0761,29.199,2.9247,0,0,0,6.7498,6.7875,6.7783,6.7756,57.635,21.888,-11.283,-10.45,-318.48,-60.66
3.55,4.4878,-8.3815,1.6183,0.10091,-0.057207,-0.54736,-0.82882,-16.548,-6.3909,1.5327,0.14158,-1.8865,1.1912,-0.50034,29.402,2.8088,0,0,0,6.7792,6.8128,6.8063,6.7999,57.519,18.676,-11.887,-12.81,-323.8,-60.265
3.56,4.3223,-8.4439,1.6338,0.093506,-0.063382,-0.549,-0.82816,-16.55,-6.096,1.5602,0.13021,-1.8634,1.1844,0.074171,29.572,2.687,0,0,0,6.8043,6.8337,6.83,6.8198,57.379,15.414,-12.487,-15.106,-328.52,-59.746
3.57,4.1569,-8.5034,1.6495,0.086143,-0.069464,-0.55053,-0.82745,-16.546,-5.7996,1.5864,0.11861,-1.8442,1.1799,0.64717,29.71,2.5591,0,0,0,6.8248,6.85,6.8492,6.8351,57.217,12.108,-13.082,-17.335,-332.64,-59.099
3.58,3.9914,-8.5599,1.6655,0.078809,-0.075469,-0.55196,-0.8267,-16.537,-5.502,1.6113,0.10679,-1.8289,1.1779,1.2184,29.814,2.4253,0,0,0,6.8407,6.8616,6.8638,6.8455,57.033,8.7634,-13.669,-19.494,-336.11,-58.322
3.59,3.8261,-8.6134,1.6817,0.071495,-0.081413,-0.55328,-0.82592,-16.522,-5.2034,1.6349,0.09474,-1.8176,1.1784,1.7877,29.885,2.2858,0,0,0,6.8518,6.8684,6.8737,6.8512,56.827,5.3877,-14.248,-21.579,-338.92,-57.411
3.6,3.661,-8.6639,1.6982,0.064191,-0.087313,-0.5545,-0.8251,-16.501,-4.9044,1.657,0.082473,-1.8102,1.1814,2.3549,29.922,2.1404,0,0,0,6.8581,6.8704,6.8788,6.8518,56.601,1.9873,-14.817,-23.588,-341.04,-56.362
3.61,3.4961,-8.7115,1.7149,0.056886,-0.093184,-0.55561,-0.82424,-16.475,-4.6051,1.6777,0.069985,-1.8069,1.1871,2.9197,29.925,1.9895,0,0,0,6.8595,6.8674,6.8791,6.8475,56.356,-1.4307,-15.375,-25.518,-342.45,-55.172
3.62,3.3315,-8.7561,1.7317,0.04957,-0.099042,-0.55663,-0.82335,-16.443,-4.306,1.6968,0.057278,-1.8076,1.1954,3.482,29.893,1.833,0,0,0,6.8559,6.8594,6.8744,6.838,56.091,-4.8592,-15.92,-27.366,-343.11,-53.838
3.63,3.1673,-8.7976,1.7488,0.042233,-0.1049,-0.55754,-0.82241,-16.405,-4.0074,1.7143,0.044351,-1.8125,1.2065,4.0415,29.828,1.6711,0,0,0,6.8474,6.8464,6.8649,6.8235,55.809,-8.2905,-16.451,-29.128,-343.02,-52.356
3.64,3.0034,-8.8362,1.766,0.034862,-0.11079,-0.55835,-0.82144,-16.362,-3.7095,1.7302,0.031203,-1.8215,1.2204,4.5981,29.728,1.504,0,0,0,6.834,6.8283,6.8504,6.8039,55.509,-11.717,-16.966,-30.802,-342.14,-50.723
3.65,2.8401,-8.8718,1.7834,0.027447,-0.1167,-0.55906,-0.82042,-16.313,-3.4129,1.7444,0.017833,-1.8347,1.2372,5.1516,29.593,1.3318,0,0,0,6.8156,6.8054,6.8312,6.7793,55.193,-15.131,-17.465,-32.385,-340.45,-48.936
3.66,2.6772,-8.9045,1.8009,0.019977,-0.12267,-0.55966,-0.81935,-16.259,-3.1178,1.7568,0.0042426,-1.8522,1.257,5.7019,29.425,1.1548,0,0,0,6.7925,6.7775,6.8071,6.7497,54.861,-18.523,-17.945,-33.873,-337.92,-46.991
3.67,2.5149,-8.9342,1.8185,0.012439,-0.12871,-0.56015,-0.81823,-16.199,-2.8245,1.7675,-0.0095676,-1.8741,1.2798,6.2488,29.223,0.97302,0,0,0,6.7646,6.7449,6.7784,6.7152,54.516,-21.886,-18.404,-35.264,-334.53,-44.885
3.68,2.3532,-8.961,1.8362,0.0048215,-0.13484,-0.56054,-0.81706,-16.134,-2.5334,1.7763,-0.023595,-1.9003,1.3058,6.7921,28.987,0.78677,0,0,0,6.7321,6.7076,6.7452,6.676,54.157,-25.211,-18.842,-36.559,-330.3,-42.62
3.69,2.1922,-8.9849,1.854,0.0028872,0.14106,0.56082,0.81583,-16.063,-2.2449,1.7832,-0.037837,-1.9309,1.335,7.3319,28.719,0.59626,0,0,0,6.6952,6.6658,6.7076,6.6321,53.785,-28.489,-19.256,-37.763,-325.24,-40.206
3.7,2.032,-9.0059,1.8719,0.0107,0.14741,0.56098,0.81453,-15.987,-1.9592,1.7882,-0.052291,-1.966,1.3675,7.8678,28.418,0.40173,0,0,0,6.654,6.6197,6.6658,6.5839,53.402,-31.713,-19.645,-38.88,-319.39,-37.648
3.71,1.8725,-9.024,1.8898,0.018628,0.15389,0.56102,0.81316,-15.906,-1.6766,1.7912,-0.066954,-2.0057,1.4033,8.3999,28.085,0.20344,0,0,0,6.6087,6.5695,6.62,6.5315,53.007,-34.875,-20.008,-39.915,-312.79,-34.954
3.72,1.7139,-9.0394,1.9077,0.026684,0.16052,0.56093,0.81171,-15.819,-1.3976,1.7922,-0.081823,-2.0498,1.4426,8.9279,27.721,0.0016566,0,0,0,6.5596,6.5154,6.5705,6.4751,52.603,-37.967,-20.344,-40.873,-305.46,-32.133
3.73,1.5561,-9.052,1.9256,0.03488,0.16732,0.56072,0.81017,-15.728,-1.1223,1.7912,-0.096889,-2.0986,1.4854,9.4519,27.326,-0.20334,0,0,0,6.5068,6.4578,6.5175,6.4151,52.19,-40.982,-20.651,-41.757,-297.43,-29.191
3.74,1.3993,-9.0619,1.9435,0.043228,0.1743,0.56037,0.80854,-15.63,-0.85117,1.7881,-0.11214,-2.1518,1.5318,9.9717,26.901,-0.41126,0,0,0,6.4508,6.3969,6.4614,6.3517,51.769,-43.913,-20.927,-42.572,-288.73,-26.136
3.75,1.2435,-9.069,1.9614,0.05174,0.18148,0.55987,0.8068,-15.528,-0.5844,1.783,-0.12758,-2.2096,1.5817,10.487,26.448,-0.62179,0,0,0,6.3918,6.333,6.4024,6.2853,51.339,-46.754,-21.173,-43.324,-279.4,-22.975
3.76,1.0888,-9.0736,1.9792,0.060427,0.18888,0.55922,0.80495,-15.421,-0.3223,1.7757,-0.14317,-2.2718,1.6352,10.998,25.966,-0.83461,0,0,0,6.3301,6.2666,6.3408,6.2162,50.902,-49.499,-21.387,-44.015,-269.47,-19.716
3.77,0.93515,-9.0755,1.9969,0.069299,0.19651,0.55842,0.80296,-15.308,-0.065159,1.7663,-0.1589,-2.3383,1.6923,11.505,25.458,-1.0494,0,0,0,6.266,6.1981,6.277,6.1449,50.459,-52.141,-21.567,-44.652,-258.96,-16.367
3.78,0.78265,-9.0749,2.0145,0.078368,0.20437,0.55744,0.80084,-15.191,0.18677,1.7547,-0.17473,-2.409,1.7529,12.008,24.924,-1.2658,0,0,0,6.1999,6.1277,6.2115,6.0718,50.009,-54.676,-21.714,-45.239,-247.91,-12.935
3.79,0.63136,-9.0718,2.032,0.087642,0.2125,0.55629,0.79857,-15.068,0.43324,1.741,-0.19064,-2.4835,1.8169,12.505,24.365,-1.4836,0,0,0,6.1321,6.0561,6.1445,5.9974,49.554,-57.098,-21.826,-45.779,-236.35,-9.4267
3.8,0.48131,-9.0663,2.0493,0.09713,0.22088,0.55495,0.79612,-14.941,0.67399,1.725,-0.20657,-2.5617,1.8841,12.999,23.782,-1.7022,0,0,0,6.0631,5.9836,6.0766,5.9221,49.094,-59.402,-21.902,-46.278,-224.3,-5.8507
3.81,0.33256,-9.0583,2.0665,0.10684,0.22954,0.55341,0.7935,-14.808,0.90881,1.7069,-0.22248,-2.6432,1.9544,13.487,23.177,-1.9215,0,0,0,5.9932,5.9108,6.008,5.8465,48.629,-61.582,-21.942,-46.74,-211.81,-2.214
3.82,0.18516,-9.0481,2.0835,0.11677,0.23848,0.55166,0.79067,-14.671,1.1375,1.6866,-0.23829,-2.7273,2.0275,13.971,22.551,-2.141,0,0,0,5.9228,5.8382,5.9393,5.7712,48.159,-63.636,-21.946,-47.17,-198.9,1.4757
3.83,0.039161,-9.0356,2.1002,0.12693,0.2477,0.54969,0.78764,-14.529,1.3598,1.6641,-0.25394,-2.8137,2.1029,14.45,21.905,-2.3603,0,0,0,5.8524,5.7664,5.8709,5.6968,47.686,-65.559,-21.913,-47.572,-185.6,5.211
3.84,-0.10539,-9.0209,2.1167,0.13732,0.25721,0.54748,0.78438,-14.382,1.5755,1.6394,-0.26933,-2.9014,2.1803,14.925,21.24,-2.5791,0,0,0,5.7823,5.6958,5.8031,5.6238,47.208,-67.347,-21.842,-47.951,-171.94,8.9844
3.85,-0.24846,-9.0041,2.133,0.14794,0.26699,0.54504,0.78087,-14.23,1.7845,1.6125,-0.28436,-2.9899,2.2591,15.395,20.559,-2.797,0,0,0,5.713,5.6271,5.7366,5.5529,46.727,-68.997,-21.733,-48.312,-157.96,12.788
3.86,-0.38998,-8.9853,2.149,0.15878,0.27705,0.54234,0.7771,-14.074,1.9866,1.5835,-0.29892,-3.078,2.3386,15.859,19.861,-3.0136,0,0,0,5.6449,5.5608,5.6716,5.4848,46.242,-70.505,-21.586,-48.658,-143.68,16.615
3.87,-0.52992,-8.9644,2.1647,0.16984,0.28738,0.53939,0.77306,-13.913,2.1817,1.5523,-0.31289,-3.1646,2.4182,16.319,19.149,-3.2286,0,0,0,5.5784,5.4976,5.6086,5.4201,45.753,-71.87,-21.401,-48.994,-129.14,20.458
3.88,-0.66823,-8.9416,2.18,0.18111,0.29794,0.53617,0.76874,-13.748,2.3696,1.5189,-0.32611,-3.2487,2.4968,16.775,18.424,-3.4415,0,0,0,5.5139,5.4379,5.548,5.3593,45.262,-73.087,-21.177,-49.326,-114.36,24.309
3.89,-0.80486,-8.917,2.195,0.19256,0.30873,0.53268,0.76411,-13.578,2.5501,1.4834,-0.33845,-3.3289,2.5735,17.225,17.688,-3.652,0,0,0,5.4519,5.3824,5.4903,5.3033,44.767,-74.156,-20.914,-49.656,-99.378,28.16
3.9,-0.93976,-8.8907,2.2097,0.20419,0.31971,0.52892,0.75917,-13.403,2.7233,1.4459,-0.34973,-3.4038,2.6472,17.67,16.941,-3.8597,0,0,0,5.3928,5.3316,5.4358,5.2525,44.269,-75.074,-20.614,-49.991,-84.226,32.004
3.91,-1.0729,-8.8626,2.2239,0.21598,0.33084,0.52489,0.75392,-13.224,2.8889,1.4063,-0.35981,-3.472,2.7169,18.11,16.187,-4.0641,0,0,0,5.337,5.2859,5.3849,5.2075,43.767,-75.84,-20.274,-50.335,-68.932,35.834
3.92,-1.2042,-8.8329,2.2378,0.22789,0.3421,0.52059,0.74834,-13.041,3.047,1.3646,-0.3685,-3.532,2.7812,18.545,15.425,-4.265,0,0,0,5.2849,5.2458,5.338,5.1688,43.262,-76.453,-19.897,-50.691,-53.528,39.642
3.93,-1.3337,-8.8017,2.2512,0.23991,0.35344,0.51604,0.74245,-12.853,3.1974,1.321,-0.37564,-3.5824,2.839,18.975,14.658,-4.4619,0,0,0,5.2371,5.2117,5.2955,5.1368,42.753,-76.91,-19.482,-51.066,-38.045,43.421
3.94,-1.4613,-8.769,2.2642,0.25199,0.36479,0.51126,0.73623,-12.661,3.3402,1.2754,-0.38107,-3.6218,2.8891,19.4,13.888,-4.6545,0,0,0,5.1939,5.1839,5.2576,5.1118,42.241,-77.213,-19.029,-51.462,-22.513,47.162
3.95,-1.5869,-8.7349,2.2767,0.26412,0.37612,0.50626,0.72971,-12.465,3.4752,1.2279,-0.38463,-3.6491,2.9303,19.82,13.115,-4.8424,0,0,0,5.1557,5.1626,5.2247,5.0941,41.724,-77.361,-18.539,-51.885,-6.9627,50.86
3.96,-1.7106,-8.6995,2.2888,0.27626,0.38736,0.50107,0.72288,-12.265,3.6024,1.1785,-0.38619,-3.6633,2.9615,20.235,12.341,-5.0252,0,0,0,5.123,5.148,5.197,5.0837,41.203,-77.353,-18.012,-52.339,8.5741,54.505
3.97,-1.8322,-8.6629,2.3003,0.28838,0.39845,0.49573,0.71577,-12.061,3.722,1.1274,-0.38565,-3.6635,2.9819,20.644,11.568,-5.2025,0,0,0,5.0961,5.1401,5.1748,5.0807,40.677,-77.189,-17.449,-52.829,24.067,58.091
3.98,-1.9518,-8.6251,2.3113,0.30045,0.40934,0.49026,0.70839,-11.852,3.8338,1.0745,-0.3829,-3.6492,2.9907,21.048,10.798,-5.374,0,0,0,5.0754,5.139,5.1583,5.085,40.146,-76.872,-16.85,-53.36,39.485,61.61
3.99,-2.0692,-8.5862,2.3218,0.31243,0.41995,0.48473,0.70076,-11.64,3.938,1.0199,-0.37791,-3.6202,2.9875,21.447,10.031,-5.5394,0,0,0,5.061,5.1444,5.1478,5.0964,39.61,-76.4,-16.217,-53.935,54.797,65.054
4,-2.1846,-8.5464,2.3317,0.32431,0.43023,0.47916,0.69291,-11.423,4.0345,0.96375,-0.37065,-3.5767,2.9719,21.84,9.27,-5.6982,0,0,0,5.0533,5.1563,5.1433,5.1145,39.067,-75.776,-15.549,-54.56,69.973,68.417
4.01,-2.2977,-8.5056,2.341,0.33606,0.44012,0.47362,0.68487,-11.203,4.1234,0.906,-0.36116,-3.5189,2.9439,22.228,8.516,-5.8503,0,0,0,5.0525,5.1745,5.1449,5.139,38.518,-75.001,-14.849,-55.238,84.981,71.69
4.02,-2.4086,-8.4639,2.3498,0.34766,0.44957,0.46816,0.67664,-10.979,4.2048,0.84677,-0.34949,-3.4476,2.9036,22.611,7.7705,-5.9951,0,0,0,5.0584,5.1985,5.1526,5.1695,37.962,-74.077,-14.116,-55.975,99.791,74.866
4.03,-2.5173,-8.4215,2.358,0.35911,0.45852,0.46284,0.66827,-10.751,4.2788,0.78612,-0.33577,-3.3635,2.8517,22.988,7.035,-6.1325,0,0,0,5.0712,5.2281,5.1664,5.2056,37.399,-73.006,-13.352,-56.776,114.37,77.938
4.04,-2.6236,-8.3784,2.3655,0.37038,0.46694,0.45771,0.65976,-10.519,4.3455,0.72414,-0.32016,-3.268,2.7886,23.359,6.3109,-6.262,0,0,0,5.0906,5.2628,5.1862,5.2466,36.827,-71.791,-12.557,-57.643,128.69,80.898
4.05,-2.7276,-8.3346,2.3724,0.38148,0.47477,0.45283,0.65115,-10.284,4.4051,0.66091,-0.30285,-3.162,2.7152,23.724,5.5996,-6.3835,0,0,0,5.1166,5.3024,5.2119,5.2921,36.245,-70.433,-11.734,-58.583,142.72,83.739
4.06,-2.8293,-8.2903,2.3787,0.39241,0.482,0.44827,0.64245,-10.044,4.4576,0.5965,-0.28411,-3.0471,2.6324,24.084,4.9027,-6.4966,0,0,0,5.1486,5.3462,5.243,5.3416,35.655,-68.937,-10.883,-59.6,156.43,86.452
4.07,-2.9285,-8.2455,2.3844,0.40318,0.48858,0.44406,0.63368,-9.8019,4.5032,0.53101,-0.26422,-2.9246,2.5414,24.437,4.2214,-6.6011,0,0,0,5.1865,5.394,5.2795,5.3945,35.053,-67.306,-10.005,-60.697,169.79,89.032
4.08,-3.0253,-8.2003,2.3894,0.41377,0.4945,0.44027,0.62484,-9.5558,4.5421,0.46451,-0.24353,-2.7959,2.4431,24.785,3.557,-6.6967,0,0,0,5.2297,5.4453,5.3208,5.4505,34.44,-65.543,-9.1028,-61.881,182.76,91.469
4.09,-3.1196,-8.1547,2.3937,0.42422,0.49974,0.43694,0.61594,-9.3062,4.5744,0.3971,-0.22241,-2.6623,2.3387,25.126,2.9109,-6.7831,0,0,0,5.2778,5.4995,5.3666,5.5089,33.815,-63.652,-8.1766,-63.154,195.31,93.757
4.1,-3.2114,-8.1088,2.3973,0.43452,0.50428,0.43411,0.607,-9.0533,4.6003,0.32888,-0.20127,-2.525,2.2293,25.461,2.2844,-6.8601,0,0,0,5.3301,5.5564,5.4165,5.5695,33.177,-61.638,-7.2282,-64.523,207.43,95.888
4.11,-3.3007,-8.0627,2.4002,0.44468,0.50812,0.43181,0.59801,-8.797,4.6201,0.25993,-0.18055,-2.3853,2.1159,25.789,1.6786,-6.9276,0,0,0,5.3862,5.6154,5.4699,5.6316,32.524,-59.505,-6.2594,-65.991,219.06,97.854
4.12,-3.3873,-8.0164,2.4025,0.45471,0.51126,0.43005,0.58899,-8.5375,4.634,0.19036,-0.16072,-2.2442,1.9996,26.111,1.0947,-6.9852,0,0,0,5.4455,5.6762,5.5264,5.695,31.857,-57.258,-5.2717,-67.562,230.19,99.649
4.13,-3.4714,-7.97,2.404,0.46461,0.5137,0.42887,0.57993,-8.2748,4.6421,0.12026,-0.14225,-2.1026,1.8813,26.426,0.53376,-7.033,0,0,0,5.5074,5.7383,5.5854,5.7593,31.173,-54.903,-4.267,-69.242,240.78,101.26
4.14,-3.5528,-7.9236,2.4049,0.47439,0.51545,0.42826,0.57084,-8.009,4.6447,0.049735,-0.12563,-1.9615,1.7618,26.735,-0.0030642,-7.0705,0,0,0,5.5713,5.8013,5.6465,5.824,30.472,-52.445,-3.2471,-71.035,250.81,102.69
4.15,-3.6316,-7.8771,2.405,0.48404,0.51652,0.42822,0.56173,-7.7401,4.6421,-0.021116,-0.11132,-1.8215,1.6419,27.036,-0.51481,-7.0978,0,0,0,5.6368,5.8649,5.7092,5.8888,29.752,-49.889,-2.2138,-72.946,260.23,103.93
4.16,-3.7076,-7.8308,2.4045,0.49355,0.51692,0.42873,0.55261,-7.4683,4.6345,-0.092188,-0.099779,-1.6833,1.5222,27.33,-1.0005,-7.1148,0,0,0,5.7031,5.9287,5.7729,5.9534,29.012,-47.242,-1.1692,-74.978,269.02,104.96
